3;10;0;694;0;24;5;4;1;0;20;4;0,01;
19;15;0;5957;369;71;72;7;3;2;62;9;0,02018884;
19;18;0;5564;12;59;17;7;4;0;50;9;0,005622824;
26;19;0;5685;105;65;37;5;2;1;58;7;0,01015661;
18;19;0;3940;14;43;15;7;3;0;32;11;0,01448371;
26;13;0;8265;82;62;38;7;3;1;51;11;0,01416988;
29;18;0;24792;27;66;34;8;3;1;52;14;0,01061919;
24;6;0;3377;0;56;3;8;4;0;46;10;0,001359659;
17;14;0;8185;1;42;8;11;4;0;26;16;0,01139588;
15;17;0;3535;4;44;11;8;3;0;30;14;0,00901006;
24;16;0;3426;0;41;6;7;4;0;32;9;0,005779692;
9;8;0;1155;0;43;8;4;2;0;39;4;0,003975118;
25;19;0;34379;170;94;74;7;3;1;83;11;0,009610713;
28;19;0;9386;26;72;16;11;6;0;59;13;0,003363153;
1;2;0;539;0;14;1;7;4;0;4;10;0,01018865;
22;7;0;214;0;17;4;2;1;0;16;1;0,01185601;
21;19;0;3369;2;39;9;8;4;0;29;10;0,00884207;
12;15;0;1666;928;87;131;3;1;3;85;2;0,01778523;
29;19;0;10242;55;98;31;8;4;0;88;10;0,003148788;
11;9;0;1504;10;41;17;4;2;0;36;5;0,01688258;
15;7;0;1870;0;36;5;7;4;0;19;17;0,02075206;
20;10;0;4750;417;82;72;5;2;1;75;7;0,01170681;
15;17;0;1612;9;69;11;3;1;0;67;2;0,001930228;
2;1;0;1218;0;65;36;2;1;1;64;1;0,00681513;
17;1;0;2095;0;33;5;8;4;0;18;15;0,0206145;
23;13;0;5105;5;46;12;8;3;0;32;14;0,008629553;
12;10;0;3232;14;50;20;7;3;0;39;11;0,01119568;
3;2;0;136;0;11;1;4;1;0;7;4;0,01655165;
1;5;0;1468;30;76;95;2;1;2;75;1;0,01665751;
2;5;0;285;0;17;1;4;2;0;11;6;0,003077291;
21;12;0;3452;0;48;6;8;4;0;38;10;0,003130411;
13;15;0;1411;0;47;3;4;1;0;44;3;0,001428908;
5;9;0;308;0;14;1;6;3;0;3;11;0,01411996;
23;15;0;6070;374;71;60;8;4;1;61;10;0,0165269;
29;18;0;30796;78;62;38;8;4;1;52;10;0,01385798;
19;2;0;2660;0;35;5;7;4;0;18;17;0,008712897;
28;18;0;4752;13;42;11;11;6;0;29;13;0,01656498;
27;2;0;262;0;11;1;4;2;0;6;5;0,01351184;
12;17;0;1159;3;46;11;3;1;0;44;2;0,004808334;
29;16;0;11413;1;69;5;9;4;0;54;15;0,001754693;
17;3;0;1387;0;23;1;11;6;0;10;13;0,01577312;
14;8;0;2957;0;48;9;5;2;0;42;6;0,00281675;
1;2;0;906;0;51;6;2;1;0;50;1;0,001831008;
7;3;0;573;0;24;4;5;2;0;17;7;0,01164067;
8;13;0;1313;261;68;76;3;1;2;66;2;0,01764984;
26;12;0;10457;2;72;8;10;4;0;54;18;0,00254202;
21;9;0;3942;0;50;4;10;5;0;31;19;0,003616143;
16;18;0;4198;52;78;35;4;2;0;73;5;0,004816171;
