12;9;0;3116;6;44;11;8;3;0;30;14;0,00901006;
15;12;0;3221;7;44;11;8;3;0;30;14;0,00901006;
15;17;0;3535;4;44;11;8;3;0;30;14;0,00901006;
16;6;0;2891;7;44;11;8;3;0;30;14;0,00901006;
16;13;0;4590;7;44;11;8;3;0;30;14;0,00901006;
16;15;0;3793;8;44;11;8;3;0;30;14;0,00901006;
16;19;0;4870;6;44;11;8;3;0;30;14;0,00901006;
17;9;0;4118;9;44;11;8;3;0;30;14;0,00901006;
18;6;0;3044;5;44;11;8;3;0;30;14;0,00901006;
19;11;0;3787;7;44;11;8;3;0;30;14;0,00901006;
20;4;0;2957;7;44;11;8;3;0;30;14;0,00901006;
20;8;0;3759;11;44;11;8;3;0;30;14;0,00901006;
20;9;0;4751;6;44;11;8;3;0;30;14;0,00901006;
20;14;0;4700;8;44;11;8;3;0;30;14;0,00901006;
20;15;0;3796;12;44;11;8;3;0;30;14;0,00901006;
21;5;0;3311;11;44;11;8;3;0;30;14;0,00901006;
21;6;0;2828;7;44;11;8;3;0;30;14;0,00901006;
21;7;0;4307;8;44;11;8;3;0;30;14;0,00901006;
22;12;0;5013;8;44;11;8;3;0;30;14;0,00901006;
22;13;0;4423;8;44;11;8;3;0;30;14;0,00901006;
22;14;0;5560;6;44;11;8;3;0;30;14;0,00901006;
22;15;0;4461;11;44;11;8;3;0;30;14;0,00901006;
22;16;0;3649;10;44;11;8;3;0;30;14;0,00901006;
22;19;0;5236;8;44;11;8;3;0;30;14;0,00901006;
23;11;0;4243;9;44;11;8;3;0;30;14;0,00901006;
23;15;0;5131;12;44;11;8;3;0;30;14;0,00901006;
24;5;0;2982;13;44;11;8;3;0;30;14;0,00901006;
24;10;0;4597;7;44;11;8;3;0;30;14;0,00901006;
24;11;0;4342;12;44;11;8;3;0;30;14;0,00901006;
25;7;0;2953;15;44;11;8;3;0;30;14;0,00901006;
25;8;0;4283;9;44;11;8;3;0;30;14;0,00901006;
25;10;0;4491;10;44;11;8;3;0;30;14;0,00901006;
25;13;0;4881;11;44;11;8;3;0;30;14;0,00901006;
25;15;0;5150;13;44;11;8;3;0;30;14;0,00901006;
25;16;0;5190;10;44;11;8;3;0;30;14;0,00901006;
26;1;0;4180;8;44;11;8;3;0;30;14;0,00901006;
26;3;0;3422;19;44;11;8;3;0;30;14;0,00901006;
26;12;0;4677;8;44;11;8;3;0;30;14;0,00901006;
27;3;0;5186;8;44;11;8;3;0;30;14;0,00901006;
27;8;0;3906;13;44;11;8;3;0;30;14;0,00901006;
27;11;0;4791;7;44;11;8;3;0;30;14;0,00901006;
27;13;0;4624;14;44;11;8;3;0;30;14;0,00901006;
27;15;0;5622;14;44;11;8;3;0;30;14;0,00901006;
27;16;0;5264;6;44;11;8;3;0;30;14;0,00901006;
27;17;0;6673;9;44;11;8;3;0;30;14;0,00901006;
28;5;0;4958;10;44;11;8;3;0;30;14;0,00901006;
28;6;0;4575;6;44;11;8;3;0;30;14;0,00901006;
28;9;0;4738;15;44;11;8;3;0;30;14;0,00901006;
28;13;0;5444;12;44;11;8;3;0;30;14;0,00901006;
28;16;0;6400;9;44;11;8;3;0;30;14;0,00901006;
28;17;0;5347;12;44;11;8;3;0;30;14;0,00901006;
29;5;0;5283;12;44;11;8;3;0;30;14;0,00901006;
29;9;0;4746;7;44;11;8;3;0;30;14;0,00901006;
29;13;0;5708;8;44;11;8;3;0;30;14;0,00901006;
29;14;0;6423;10;44;11;8;3;0;30;14;0,00901006;
29;15;0;5814;8;44;11;8;3;0;30;14;0,00901006;
29;16;0;5882;11;44;11;8;3;0;30;14;0,00901006;
29;17;0;5734;17;44;11;8;3;0;30;14;0,00901006;
29;18;0;4640;11;44;11;8;3;0;30;14;0,00901006;
