11;8;0;1994;546;85;101;4;2;2;81;4;0,01396946;
11;17;0;2654;512;85;101;4;2;2;81;4;0,01396946;
11;18;0;3299;464;85;101;4;2;2;81;4;0,01396946;
12;15;0;2588;520;85;101;4;2;2;81;4;0,01396946;
13;10;0;2154;592;85;101;4;2;2;81;4;0,01396946;
13;19;0;3117;530;85;101;4;2;2;81;4;0,01396946;
14;15;0;2884;566;85;101;4;2;2;81;4;0,01396946;
14;17;0;3138;565;85;101;4;2;2;81;4;0,01396946;
15;12;0;2666;669;85;101;4;2;2;81;4;0,01396946;
16;16;0;3199;638;85;101;4;2;2;81;4;0,01396946;
16;17;0;3174;670;85;101;4;2;2;81;4;0,01396946;
16;18;0;3377;630;85;101;4;2;2;81;4;0,01396946;
16;19;0;3432;637;85;101;4;2;2;81;4;0,01396946;
17;15;0;3227;673;85;101;4;2;2;81;4;0,01396946;
17;16;0;2827;771;85;101;4;2;2;81;4;0,01396946;
18;15;0;3496;688;85;101;4;2;2;81;4;0,01396946;
20;6;0;2194;1288;85;101;4;2;2;81;4;0,01396946;
20;12;0;2795;1081;85;101;4;2;2;81;4;0,01396946;
20;18;0;3675;822;85;101;4;2;2;81;4;0,01396946;
21;7;0;2818;1117;85;101;4;2;2;81;4;0,01396946;
21;14;0;4103;767;85;101;4;2;2;81;4;0,01396946;
21;18;0;3776;829;85;101;4;2;2;81;4;0,01396946;
22;15;0;4375;806;85;101;4;2;2;81;4;0,01396946;
22;17;0;3364;898;85;101;4;2;2;81;4;0,01396946;
23;16;0;3865;979;85;101;4;2;2;81;4;0,01396946;
23;17;0;3817;964;85;101;4;2;2;81;4;0,01396946;
24;8;0;2840;1191;85;101;4;2;2;81;4;0,01396946;
24;13;0;3253;1293;85;101;4;2;2;81;4;0,01396946;
25;18;0;3793;1083;85;101;4;2;2;81;4;0,01396946;
26;10;0;4634;884;85;101;4;2;2;81;4;0,01396946;
26;12;0;3833;1328;85;101;4;2;2;81;4;0,01396946;
26;15;0;3689;1210;85;101;4;2;2;81;4;0,01396946;
26;19;0;5136;821;85;101;4;2;2;81;4;0,01396946;
27;13;0;3372;1524;85;101;4;2;2;81;4;0,01396946;
28;8;0;4056;1018;85;101;4;2;2;81;4;0,01396946;
28;11;0;3699;1287;85;101;4;2;2;81;4;0,01396946;
28;12;0;3397;1531;85;101;4;2;2;81;4;0,01396946;
28;14;0;4525;1261;85;101;4;2;2;81;4;0,01396946;
28;17;0;4023;1241;85;101;4;2;2;81;4;0,01396946;
28;18;0;3836;1408;85;101;4;2;2;81;4;0,01396946;
29;14;0;5023;1235;85;101;4;2;2;81;4;0,01396946;
29;17;0;5131;941;85;101;4;2;2;81;4;0,01396946;
29;18;0;4590;1252;85;101;4;2;2;81;4;0,01396946;
29;19;0;5519;1144;85;101;4;2;2;81;4;0,01396946;
