ID;Metric.Number_Of_Parameters;Metric.Number_Of_Statements;Metric.Number_Of_Returns;Metric.Number_Of_Gotos;Metric.Number_Of_Invocations;Metric.McCabe_Complexity;Metric.Extended_McCabe;Metric.Switch_Complexity;Metric.Maximum_Nesting;Metric.Maximum_Extended_Nesting;Metric.LOC;Metric.NPath;Metric.LogNPath_Floor;Metric.LogNPath_Ceiling;Metric.Comment.Preceding;Metric.Lines.LOC;Metric.Lines.Empty;Metric.Lines.Code;Metric.Lines.Comment;Metric.Lines.Only_Comment;Metric.Lines.Preproc;Metric.Lines.PP_If;Metric.Lines.PP_Elif;Metric.Lines.PP_Else;Metric.Lines.PP_Endif;Metric.Lines.PP_Define;Metric.Lines.PP_Undef;Metric.Lines.PP_Pragma;Metric.Lines.PP_Line;Metric.Lines.PP_Error;Metric.Lines.PP_Warning;Metric.Lines.PP_Sharp;Metric.Lines.Fixme;Metric.Lines.Hack;Metric.Lines.Todo;Metric.Lines.Check;Metric.Lines.XXX;Metric.Lines.Debug;Metric.Lines.Routine.LOC;Metric.Lines.Routine.Code;Metric.Lines.Routine.Comment;Metric.Halstead.Total_Operators;Metric.Halstead.Total_Operands;Metric.Halstead.Different_Operators;Metric.Halstead.Different_Operands;Metric.Halstead.Length;Metric.Halstead.Vocabulary;Metric.Comment.Internal;Metric.Number_Of_Called_Routines;Metric.Number_Of_Calling_Routines;Metric.Halstead.Vocabulary_Frequency;Metric.Halstead.Volume;Metric.Halstead.Difficulty;Metric.Halstead.Effort;Metric.Comment.Density;Metric.Lines.Class.LOC;Metric.Lines.Class.Code;Metric.Lines.Class.Comment;Metric.Number_Of_Methods;Metric.Number_Of_Members;Metric.Number_Of_Method_Templates;Metric.Number_Of_Namespaces;Metric.Number_Of_Classs;Metric.Number_Of_Class_Templates;Metric.Number_Of_Interfaces;Metric.Number_Of_Interface_Templates;Metric.Number_Of_Types;Metric.Number_Of_Constants;Metric.Number_Of_Descendants
R global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:!25+14!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:path;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:location;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:Filename;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:ShowPath;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:spline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!:pathIsEnabled;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!#p global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:transform;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:CameraPaths:ScriptedCamera@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!23+52!#R global:UnityEngine:Component@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll^:!19+99!:get_transform[transform]()->!0+18!Transform@F:!33+88!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
S global:SEE:CameraPaths:PathData@F:/develop/SEE/Temp/bin/Debug/SEE.dll;3;3;0;0;0;1;1;1;1;1;5;1;0;0;1;19;1;12;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;31;18;12;6;49;18;0;0;1;2.722222;204.32634;18;3677.874023;0.333333;19;12;9;1;3;0;0;1;0;0;0;0;0;4
R global:SEE:CameraPaths:PathData@F:/develop/SEE/Temp/bin/Debug/SEE.dll:!25+8!(.ctor)(!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll,!86+16!Quaternion@F:!115+89!0+6!System:Single@C:!115+8! Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll)_s->!309+11!Void@C:!115+8! Files (!348+79!;3;3;0;0;0;1;1;1;1;1;5;1;0;0;1;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;20;12;11;6;32;17;0;0;1;1.882353;130.798813;11;1438.786987;0.333333;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:PathData@F:/develop/SEE/Temp/bin/Debug/SEE.dll:position;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:PathData@F:/develop/SEE/Temp/bin/Debug/SEE.dll:rotation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
F global:SEE:CameraPaths:PathData@F:/develop/SEE/Temp/bin/Debug/SEE.dll:time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
N global:SEE:Controls;42;412;75;0;281;206;255;206;165;173;998;28376;80;97;49;2302;233;1318;758;751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;26;1075;879;152;4111;2273;828;1106;6384;1934;72;460;133;108.870935;39370.621651;726.228036;1290469.909587;30.132793;2302;1318;758;211;199;0;2;48;0;0;0;3;14;476
N global:SEE:Controls:Devices;2;132;56;0;73;77;120;77;57;63;280;28039;34;40;6;784;79;465;240;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;300;238;49;1434;796;398;439;2230;837;20;126;51;51.238668;12876.060394;306.516625;363360.202104;7.104761;784;465;240;88;92;0;1;25;0;0;0;2;11;218
C global:SEE:Controls:Devices:Boost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+43!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;8;4;16;12;0;1;4;1.333333;57.359398;4;229.437592;0;4;4;0;2;2;0;0;1;0;0;0;0;0;4
p global:SEE:Controls:Devices:Boost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+43!:Value;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;6;2;8;8;0;0;2;1;24;3;72;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:Boost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+43!:get_Value[Value]()_s->!0+6!System:Single@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:Boost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+43!:Boost(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:Controls:Devices:Boost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+43!:<Value>k__BackingField;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:MouseBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+48!;0;1;1;0;1;2;2;2;1;1;1;2;1;1;0;17;1;10;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;29;16;17;14;45;31;1;3;0;1.451613;222.938812;9.714286;2165.691406;1;17;10;6;2;2;0;0;1;0;0;0;0;0;4
p global:SEE:Controls:Devices:MouseBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+48!:Value;0;1;1;0;1;2;2;2;1;1;1;2;1;1;0;11;0;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;16;10;13;9;26;22;1;2;0;1.181818;115.945221;7.222222;837.382141;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:MouseBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+48!:get_Value[Value]()_s->!0+6!System:Single@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;1;1;0;1;2;2;2;1;1;1;2;1;1;0;8;0;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;11;9;8;8;20;16;1;2;0;1.25;80;4.5;360;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:MouseBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+48!:!30+10!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:Controls:Devices:MouseBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+48!:!30+6!utton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:NullBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;10;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;25;12;15;11;37;26;0;1;0;1.423077;173.91626;8.181818;1422.951172;0;10;9;0;2;2;0;0;1;0;0;0;0;0;4
p global:SEE:Controls:Devices:NullBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:Value;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;3;8;3;11;11;0;0;0;1;38.053749;4;152.214996;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:NullBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:get_Value[Value]()_s->!0+6!System:Single@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;3;2;5;5;0;0;0;1;11.60964;1.5;17.414459;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:NullBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:!30+9!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:Controls:Devices:NullBoost@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:boost;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:Direction@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;7;5;16;12;0;1;6;1.333333;57.359398;3.5;200.757889;0;4;4;0;2;2;0;0;1;0;0;0;0;0;4
p global:SEE:Controls:Devices:Direction@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:Value;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;5;3;8;8;0;0;2;1;24;2.5;60;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:Direction@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:get_Value[Value]()_s->!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:Direction@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:!30+9!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:Controls:Devices:Direction@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+47!:<Value>k__BackingField;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:KeyboardDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+55!;0;14;1;0;17;7;11;7;2;2;28;324;8;9;0;43;0;35;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;0;110;67;16;25;177;41;0;9;0;4.317073;948.286743;21.440001;20331.267578;0;43;35;8;2;1;0;0;1;0;0;0;0;0;3
p global:SEE:Controls:Devices:KeyboardDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+55!:Value;0;14;1;0;17;7;11;7;2;2;28;324;8;9;0;32;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;0;105;65;14;23;170;37;0;8;0;4.594594;885.607056;19.782608;17519.617188;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:KeyboardDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+55!:get_Value[Value]()_s->!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll;0;14;1;0;17;7;11;7;2;2;28;324;8;9;0;29;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;0;101;63;12;22;164;34;0;8;0;4.823529;834.343933;17.181818;14335.545898;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:KeyboardDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+55!:!30+17!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:NullDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+51!;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;13;7;10;6;20;16;0;2;0;1.25;80;5.833333;466.666687;0;7;7;0;2;1;0;0;1;0;0;0;0;0;3
p global:SEE:Controls:Devices:NullDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+51!:Value;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;8;5;8;4;13;12;0;1;0;1.083333;46.604511;5;233.022552;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:NullDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+51!:get_Value[Value]()_s->!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;3;4;3;7;7;0;1;0;1;19.651485;2;39.302971;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:NullDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+51!:!30+13!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!;1;12;5;0;6;7;8;7;6;7;28;8;2;4;1;96;9;38;49;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31;30;1;108;57;27;31;165;58;1;12;2;2.844828;966.566833;24.82258;23992.683594;0.666666;96;38;49;5;2;0;0;1;0;0;0;0;0;7
R global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:GetDirection()_s->!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll;0;3;1;0;3;1;1;1;1;1;6;1;0;0;0;7;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;26;20;11;15;46;26;1;5;1;1.769231;216.220215;7.333333;1585.61499;0.333333;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:Update()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;3;0;0;0;2;3;2;2;2;7;3;1;2;1;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;25;15;13;10;40;23;0;3;0;1.73913;180.942474;9.75;1764.189087;0.333333;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:Discretize(!0+6!System:Single@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll)_s->!108+116!;1;5;3;0;2;3;3;3;2;3;14;3;1;2;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;31;9;13;5;40;18;0;2;1;2.222222;166.797012;11.7;1951.525024;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
p global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:Value;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;4;9;4;13;13;0;1;0;1;48.105713;4.5;216.475708;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
R global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:get_Value[Value]()_s->!0+6!UnityEngine:Vector3@F:/Programme/Unity/2019.3.13f1/Editor/Data/Managed/UnityEngine/UnityEngine.CoreModule.dll;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;2;5;2;7;7;0;1;0;1;19.651485;2.5;49.128716;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
R global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:!30+21!(.ctor)()_s->!0+6!System:Void@C:/Program Files (x86)/Reference Assemblies/Microsoft/Framework/.NETFramework/v4.7.1/mscorlib.dll;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
F global:SEE:Controls:Devices:TouchGamepadDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+59!:Threshold;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C global:SEE:Controls:Devices:XRDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+49!;0;1;1;0;2;1;1;1;1;1;1;1;0;0;0;16;2;11;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;37;23;17;20;60;37;0;5;0;1.621622;312.5672;9.775;3055.344238;0;16;11;3;2;3;0;0;1;0;0;0;0;0;5
p global:SEE:Controls:Devices:XRDirection@F:/develop/SEE/Temp/bin/Debug/SEE.dll^:!28+49!:Value;0;1;1;0;2;1;1;1;1;1;1;1;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;14;10;11;9;24;20;0;4;0;1.2;103.726273;6.111111;633.882813;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
