frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
114,0.114,0.98,1,0.074,0.12,0.044,-0.09,-0.053,0.0,0.0,0.128,0.0,0.014000000000000002,0.11399999999999999,0.002,0.096,0.0,0.038,0.008,0.048,0.006,0.0,0.03,0.034,0.03
115,0.115,0.98,1,0.058,0.137,0.048,-0.091,-0.052,0.0,0.0,0.13799999999999998,0.0,0.006,0.132,0.0,0.088,0.0,0.054000000000000006,0.026000000000000002,0.036,0.018,0.0,0.044,0.022,0.068
116,0.116,0.98,1,0.057,0.131,0.049,-0.091,-0.052,0.0,0.0,0.15,0.0,0.01,0.158,0.006,0.09,0.0,0.074,0.03,0.026000000000000002,0.024,0.0,0.054000000000000006,0.028000000000000004,0.092
117,0.117,0.98,1,0.065,0.124,0.05,-0.092,-0.051,0.0,0.0,0.16399999999999998,0.0,0.014000000000000002,0.196,0.014000000000000002,0.08399999999999999,0.0,0.072,0.03,0.034,0.018,0.0,0.036,0.026000000000000002,0.092
118,0.118,0.98,1,0.061,0.125,0.051,-0.093,-0.051,0.0,0.0,0.184,0.0,0.022,0.22200000000000003,0.028000000000000004,0.074,0.0,0.076,0.012,0.044,0.01,0.0,0.028000000000000004,0.032,0.068
119,0.119,0.98,1,0.053,0.152,0.052,-0.091,-0.051,0.0,0.0,0.22200000000000003,0.0,0.02,0.2,0.024,0.078,0.0,0.044,0.012,0.06,0.008,0.0,0.034,0.03,0.05600000000000001
120,0.12,0.98,1,0.107,0.17,0.062,-0.091,-0.051,0.0,0.0,0.25,0.0,0.02,0.174,0.024,0.076,0.0,0.026000000000000002,0.006,0.06,0.022,0.0,0.057999999999999996,0.034,0.048
121,0.121,0.98,1,0.105,0.158,0.058,-0.093,-0.052,0.0,0.0,0.294,0.0,0.02,0.188,0.024,0.06999999999999999,0.0,0.002,0.006,0.068,0.022,0.0,0.062,0.026000000000000002,0.06
122,0.122,0.98,1,0.108,0.165,0.064,-0.095,-0.052,0.0,0.0,0.33199999999999996,0.0,0.022,0.22599999999999998,0.04,0.066,0.0,0.01,0.004,0.062,0.018,0.0,0.066,0.014000000000000002,0.08199999999999999
123,0.123,0.98,1,0.114,0.16,0.061,-0.094,-0.053,0.0,0.0,0.374,0.0,0.032,0.25,0.046,0.06,0.0,0.01,0.0,0.057999999999999996,0.004,0.0,0.064,0.0,0.098
124,0.124,0.98,1,0.116,0.159,0.064,-0.094,-0.053,0.0,0.0,0.404,0.0,0.044,0.274,0.054000000000000006,0.062,0.0,0.008,0.0,0.05,0.002,0.0,0.08,0.01,0.10400000000000001
125,0.125,0.98,1,0.103,0.156,0.065,-0.093,-0.052,0.0,0.0,0.42000000000000004,0.0,0.05600000000000001,0.298,0.06,0.062,0.0,0.0,0.0,0.06,0.002,0.0,0.06999999999999999,0.016,0.10800000000000001
126,0.126,0.98,1,0.104,0.173,0.065,-0.094,-0.052,0.0,0.0,0.42400000000000004,0.0,0.064,0.308,0.068,0.08,0.0,0.0,0.006,0.064,0.002,0.0,0.08199999999999999,0.028000000000000004,0.124
127,0.127,0.98,1,0.103,0.174,0.066,-0.093,-0.051,0.0,0.0,0.42800000000000005,0.0,0.064,0.304,0.08,0.098,0.0,0.002,0.016,0.08,0.0,0.0,0.064,0.022,0.132
128,0.128,0.98,1,0.098,0.173,0.063,-0.094,-0.051,0.0,0.0,0.43,0.0,0.062,0.306,0.086,0.10800000000000001,0.0,0.004,0.022,0.086,0.0,0.0,0.048,0.024,0.142
129,0.129,0.98,1,0.112,0.163,0.062,-0.093,-0.051,0.0,0.0,0.44400000000000006,0.0,0.054000000000000006,0.316,0.086,0.11399999999999999,0.0,0.004,0.014000000000000002,0.1,0.0,0.0,0.016,0.026000000000000002,0.118
130,0.13,0.98,1,0.109,0.175,0.062,-0.093,-0.051,0.0,0.0,0.45199999999999996,0.0,0.05,0.32,0.08199999999999999,0.118,0.0,0.004,0.006,0.092,0.0,0.0,0.016,0.034,0.10200000000000001
131,0.131,0.98,1,0.121,0.172,0.061,-0.094,-0.05,0.0,0.0,0.45599999999999996,0.0,0.04,0.322,0.076,0.11599999999999999,0.0,0.012,0.0,0.096,0.0,0.0,0.026000000000000002,0.04,0.092
132,0.132,0.98,1,0.114,0.171,0.061,-0.094,-0.05,0.0,0.0,0.466,0.0,0.046,0.346,0.06999999999999999,0.11000000000000001,0.0,0.012,0.0,0.088,0.0,0.0,0.057999999999999996,0.036,0.10800000000000001
133,0.133,0.98,1,0.108,0.169,0.062,-0.094,-0.051,0.0,0.0,0.48200000000000004,0.0,0.048,0.372,0.064,0.10800000000000001,0.0,0.01,0.0,0.08399999999999999,0.0,0.004,0.074,0.028000000000000004,0.126
134,0.134,0.98,1,0.106,0.168,0.063,-0.093,-0.051,0.0,0.0,0.49800000000000005,0.0,0.05,0.372,0.068,0.10600000000000001,0.0,0.0,0.0,0.068,0.0,0.01,0.08199999999999999,0.012,0.12
135,0.135,0.98,1,0.111,0.178,0.063,-0.092,-0.051,0.0,0.0,0.5,0.0,0.046,0.346,0.068,0.10400000000000001,0.0,0.006,0.0,0.06,0.0,0.018,0.068,0.006,0.10600000000000001
136,0.136,0.98,1,0.111,0.176,0.061,-0.093,-0.051,0.0,0.0,0.5,0.0,0.041999999999999996,0.33199999999999996,0.068,0.11200000000000002,0.0,0.02,0.0,0.062,0.0,0.024,0.054000000000000006,0.01,0.09
137,0.137,0.98,1,0.119,0.162,0.062,-0.094,-0.051,0.0,0.0,0.504,0.0,0.046,0.33999999999999997,0.064,0.122,0.0,0.024,0.0,0.072,0.0,0.02,0.044,0.01,0.088
138,0.138,0.98,1,0.119,0.18,0.06,-0.093,-0.051,0.002,0.0,0.508,0.0,0.048,0.33999999999999997,0.06,0.124,0.0,0.022,0.0,0.086,0.0,0.016,0.05,0.01,0.092
139,0.139,0.98,1,0.118,0.175,0.061,-0.092,-0.051,0.0,0.0,0.514,0.0,0.046,0.348,0.057999999999999996,0.118,0.0,0.01,0.0,0.09,0.0,0.012,0.05600000000000001,0.012,0.088
140,0.14,0.98,1,0.12,0.182,0.059,-0.092,-0.052,0.0,0.0,0.514,0.0,0.041999999999999996,0.324,0.054000000000000006,0.12,0.0,0.024,0.0,0.096,0.0,0.018,0.064,0.012,0.096
141,0.141,0.98,1,0.133,0.204,0.06,-0.09,-0.051,0.006,0.0,0.524,0.0,0.04,0.322,0.054000000000000006,0.124,0.0,0.032,0.0,0.08199999999999999,0.002,0.018,0.062,0.024,0.11200000000000002
142,0.142,0.98,1,0.131,0.182,0.059,-0.091,-0.051,0.006,0.0,0.532,0.0,0.038,0.31,0.054000000000000006,0.134,0.0,0.054000000000000006,0.0,0.064,0.002,0.018,0.062,0.022,0.11000000000000001
143,0.143,0.98,1,0.112,0.194,0.061,-0.091,-0.052,0.01,0.0,0.548,0.0,0.038,0.33799999999999997,0.052000000000000005,0.142,0.0,0.036,0.0,0.048,0.002,0.01,0.054000000000000006,0.024,0.11599999999999999
144,0.144,0.98,1,0.116,0.206,0.059,-0.092,-0.053,0.018,0.002,0.536,0.0,0.036,0.352,0.057999999999999996,0.146,0.0,0.041999999999999996,0.0,0.062,0.0,0.006,0.04,0.01,0.18
145,0.145,0.98,1,0.054,0.27,0.055,-0.089,-0.053,0.022,0.002,0.512,0.0,0.026000000000000002,0.314,0.066,0.142,0.0,0.03,0.0,0.066,0.0,0.0,0.024,0.0,0.302
146,0.146,0.98,1,0.041,0.305,0.044,-0.091,-0.052,0.026000000000000002,0.002,0.44000000000000006,0.0,0.02,0.256,0.074,0.12,0.0,0.038,0.0,0.05600000000000001,0.0,0.0,0.022,0.0,0.394
147,0.147,0.98,1,0.047,0.31,0.045,-0.091,-0.053,0.012,0.0,0.36,0.0,0.016,0.21000000000000002,0.064,0.11599999999999999,0.0,0.036,0.0,0.034,0.0,0.0,0.022,0.0,0.4
148,0.148,0.98,1,0.101,0.232,0.052,-0.086,-0.054,0.01,0.0,0.284,0.0,0.014000000000000002,0.192,0.057999999999999996,0.126,0.0,0.038,0.0,0.038,0.0,0.0,0.016,0.0,0.34199999999999997
149,0.149,0.98,1,0.114,0.233,0.047,-0.088,-0.055,0.0,0.0,0.21000000000000002,0.0,0.022,0.172,0.057999999999999996,0.128,0.0,0.052000000000000005,0.0,0.048,0.018,0.0,0.038,0.0,0.256
150,0.15,0.98,1,0.122,0.16,0.048,-0.094,-0.056,0.0,0.0,0.16799999999999998,0.0,0.03,0.156,0.062,0.11200000000000002,0.0,0.052000000000000005,0.0,0.064,0.02,0.008,0.052000000000000005,0.0,0.182
151,0.151,0.98,1,0.096,0.161,0.048,-0.092,-0.057,0.0,0.0,0.128,0.0,0.03,0.144,0.054000000000000006,0.078,0.0,0.041999999999999996,0.0,0.064,0.034,0.008,0.08399999999999999,0.0,0.132
152,0.152,0.98,1,0.096,0.148,0.05,-0.09,-0.058,0.0,0.0,0.122,0.0,0.018,0.128,0.046,0.06999999999999999,0.0,0.028000000000000004,0.0,0.06,0.016,0.008,0.08,0.012,0.11200000000000002
153,0.153,0.98,1,0.082,0.148,0.051,-0.09,-0.058,0.0,0.0,0.11000000000000001,0.0,0.006,0.096,0.044,0.06,0.0,0.008,0.0,0.05,0.014000000000000002,0.0,0.08199999999999999,0.012,0.10200000000000001
154,0.154,0.98,1,0.095,0.146,0.049,-0.09,-0.057,0.0,0.0,0.094,0.0,0.002,0.062,0.028000000000000004,0.05,0.0,0.006,0.0,0.048,0.0,0.0,0.078,0.012,0.08
155,0.155,0.98,1,0.085,0.138,0.05,-0.089,-0.057,0.0,0.0,0.08399999999999999,0.0,0.0,0.048,0.014000000000000002,0.048,0.0,0.0,0.0,0.044,0.0,0.0,0.08199999999999999,0.01,0.062
156,0.156,0.98,1,0.083,0.148,0.05,-0.089,-0.058,0.0,0.0,0.072,0.0,0.0,0.038,0.012,0.044,0.0,0.0,0.0,0.044,0.0,0.0,0.076,0.016,0.044
157,0.157,0.98,1,0.082,0.128,0.05,-0.09,-0.057,0.0,0.0,0.068,0.0,0.0,0.062,0.024,0.054000000000000006,0.0,0.0,0.0,0.04,0.0,0.0,0.06999999999999999,0.016,0.034
158,0.158,0.98,1,0.089,0.126,0.051,-0.088,-0.058,0.0,0.0,0.06999999999999999,0.0,0.0,0.06,0.038,0.054000000000000006,0.0,0.0,0.0,0.041999999999999996,0.0,0.0,0.05,0.006,0.03
159,0.159,0.98,1,0.091,0.128,0.05,-0.09,-0.058,0.0,0.0,0.076,0.0,0.0,0.066,0.046,0.057999999999999996,0.0,0.0,0.0,0.04,0.0,0.0,0.054000000000000006,0.0,0.014000000000000002
160,0.16,0.98,1,0.093,0.118,0.052,-0.089,-0.057,0.0,0.0,0.076,0.0,0.0,0.048,0.046,0.05600000000000001,0.0,0.0,0.0,0.028000000000000004,0.006,0.0,0.054000000000000006,0.0,0.012
161,0.161,0.98,1,0.099,0.122,0.053,-0.091,-0.058,0.0,0.0,0.068,0.0,0.0,0.05600000000000001,0.038,0.06,0.0,0.0,0.0,0.024,0.01,0.0,0.072,0.0,0.004
162,0.162,0.98,1,0.105,0.12,0.051,-0.09,-0.059,0.0,0.0,0.076,0.0,0.0,0.072,0.03,0.057999999999999996,0.0,0.0,0.0,0.028000000000000004,0.02,0.0,0.076,0.008,0.004
163,0.163,0.98,1,0.112,0.113,0.052,-0.089,-0.059,0.0,0.0,0.074,0.0,0.0,0.054000000000000006,0.02,0.046,0.0,0.0,0.0,0.046,0.03,0.0,0.054000000000000006,0.01,0.0
164,0.164,0.98,1,0.116,0.115,0.055,-0.09,-0.06,0.0,0.0,0.068,0.0,0.0,0.032,0.012,0.03,0.0,0.0,0.0,0.057999999999999996,0.044,0.0,0.028000000000000004,0.012,0.0
165,0.165,0.98,1,0.106,0.108,0.054,-0.09,-0.059,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.004,0.014000000000000002,0.0,0.0,0.0,0.057999999999999996,0.057999999999999996,0.0,0.004,0.004,0.0
166,0.166,0.98,1,0.099,0.113,0.058,-0.089,-0.06,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.066,0.05600000000000001,0.0,0.0,0.002,0.0
167,0.167,0.98,1,0.104,0.104,0.059,-0.091,-0.062,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.012,0.0,0.0
168,0.168,0.98,1,0.098,0.108,0.062,-0.091,-0.062,0.0,0.01,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.036,0.0,0.02,0.0,0.0
169,0.169,0.98,1,0.098,0.102,0.059,-0.092,-0.062,0.0,0.016,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.044,0.0,0.034,0.006,0.012
170,0.17,0.98,1,0.094,0.103,0.059,-0.091,-0.062,0.006,0.028000000000000004,0.062,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.054000000000000006,0.0,0.04,0.006,0.02
171,0.171,0.98,1,0.105,0.102,0.058,-0.093,-0.062,0.01,0.024,0.06999999999999999,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.004,0.148,0.036,0.0,0.046,0.016,0.02
172,0.172,0.98,1,0.106,0.105,0.059,-0.095,-0.062,0.01,0.02,0.06999999999999999,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.006,0.19,0.016,0.0,0.054000000000000006,0.044,0.008
173,0.173,0.98,1,0.114,0.104,0.057,-0.095,-0.062,0.004,0.008,0.074,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.014000000000000002,0.21600000000000003,0.0,0.0,0.048,0.072,0.0
174,0.174,0.98,1,0.114,0.103,0.059,-0.096,-0.061,0.0,0.0,0.074,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.01,0.22000000000000003,0.0,0.0,0.09,0.1,0.0
175,0.175,0.98,1,0.122,0.116,0.06,-0.101,-0.062,0.008,0.012,0.06999999999999999,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.008,0.246,0.0,0.0,0.11399999999999999,0.10800000000000001,0.0
176,0.176,0.98,1,0.109,0.122,0.071,-0.103,-0.06,0.02,0.012,0.06999999999999999,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.126,0.13999999999999999,0.0
177,0.177,0.98,1,0.105,0.131,0.087,-0.097,-0.058,0.04,0.012,0.076,0.0,0.0,0.002,0.006,0.0,0.0,0.0,0.004,0.312,0.0,0.008,0.11200000000000002,0.128,0.0
178,0.178,0.98,1,0.108,0.144,0.104,-0.101,-0.058,0.06,0.0,0.086,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.004,0.33599999999999997,0.0,0.008,0.11399999999999999,0.13999999999999999,0.0
179,0.179,0.98,1,0.106,0.151,0.117,-0.104,-0.056,0.086,0.0,0.08399999999999999,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.004,0.34199999999999997,0.0,0.054000000000000006,0.12,0.148,0.008
180,0.18,0.98,1,0.106,0.155,0.125,-0.107,-0.054,0.08199999999999999,0.0,0.08199999999999999,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.076,0.10800000000000001,0.192,0.02
181,0.181,0.98,1,0.111,0.163,0.124,-0.112,-0.054,0.11000000000000001,0.028000000000000004,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.0,0.078,0.10600000000000001,0.236,0.028000000000000004
182,0.182,0.98,1,0.111,0.151,0.112,-0.114,-0.058,0.13799999999999998,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.036,0.13,0.27799999999999997,0.024
183,0.183,0.98,1,0.11,0.151,0.113,-0.115,-0.059,0.176,0.074,0.1,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.384,0.0,0.044,0.144,0.296,0.01
184,0.184,0.98,1,0.117,0.158,0.119,-0.118,-0.058,0.182,0.05600000000000001,0.092,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.40199999999999997,0.0,0.06,0.16399999999999998,0.322,0.01
185,0.185,0.98,1,0.106,0.142,0.108,-0.118,-0.059,0.172,0.03,0.09,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.41200000000000003,0.0,0.08399999999999999,0.158,0.33599999999999997,0.008
186,0.186,0.98,1,0.106,0.144,0.115,-0.118,-0.059,0.16999999999999998,0.028000000000000004,0.09,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,0.09,0.154,0.36,0.01
187,0.187,0.98,1,0.105,0.15,0.114,-0.121,-0.059,0.16799999999999998,0.044,0.092,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.392,0.0,0.13,0.11399999999999999,0.36,0.002
188,0.188,0.98,1,0.106,0.152,0.117,-0.121,-0.059,0.16799999999999998,0.041999999999999996,0.08399999999999999,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.16999999999999998,0.08399999999999999,0.364,0.002
189,0.189,0.98,1,0.11,0.148,0.121,-0.121,-0.059,0.16799999999999998,0.038,0.086,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.196,0.046,0.368,0.0
190,0.19,0.98,1,0.106,0.156,0.117,-0.121,-0.058,0.16,0.03,0.08,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.004,0.388,0.0,0.21600000000000003,0.028000000000000004,0.374,0.0
191,0.191,0.98,1,0.108,0.152,0.117,-0.122,-0.059,0.162,0.036,0.086,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.0,0.006,0.40199999999999997,0.0,0.23199999999999998,0.02,0.37,0.0
192,0.192,0.98,1,0.098,0.152,0.116,-0.123,-0.06,0.16999999999999998,0.044,0.08,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.014000000000000002,0.426,0.0,0.242,0.028000000000000004,0.376,0.0
193,0.193,0.98,1,0.107,0.157,0.116,-0.122,-0.06,0.178,0.04,0.076,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.01,0.434,0.0,0.21800000000000003,0.044,0.378,0.05600000000000001
194,0.194,0.98,1,0.097,0.235,0.119,-0.122,-0.058,0.202,0.06999999999999999,0.066,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.012,0.426,0.0,0.18,0.05600000000000001,0.386,0.15
195,0.195,0.98,1,0.134,0.307,0.11,-0.115,-0.059,0.23399999999999999,0.098,0.06,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.018,0.40599999999999997,0.0,0.13799999999999998,0.064,0.388,0.242
196,0.196,0.98,1,0.14,0.314,0.104,-0.111,-0.054,0.236,0.132,0.048,0.0,0.0,0.10200000000000001,0.0,0.0,0.0,0.0,0.018,0.368,0.0,0.13,0.062,0.36,0.27999999999999997
197,0.197,0.98,1,0.142,0.314,0.1,-0.107,-0.05,0.2,0.11599999999999999,0.05600000000000001,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.016,0.32999999999999996,0.0,0.08399999999999999,0.08399999999999999,0.318,0.256
198,0.198,0.98,1,0.103,0.268,0.096,-0.103,-0.048,0.148,0.11599999999999999,0.072,0.0,0.0,0.068,0.012,0.0,0.0,0.0,0.008,0.282,0.0,0.044,0.126,0.258,0.22599999999999998
199,0.199,0.98,1,0.076,0.213,0.081,-0.098,-0.051,0.096,0.076,0.086,0.0,0.0,0.076,0.022,0.0,0.0,0.0,0.008,0.22999999999999998,0.0,0.0,0.176,0.198,0.182
200,0.2,0.98,1,0.084,0.214,0.067,-0.095,-0.056,0.057999999999999996,0.05600000000000001,0.092,0.0,0.0,0.072,0.026000000000000002,0.0,0.0,0.0,0.008,0.21800000000000003,0.0,0.0,0.194,0.16,0.152
201,0.201,0.98,1,0.096,0.181,0.054,-0.096,-0.056,0.02,0.016,0.088,0.0,0.0,0.08,0.018,0.0,0.0,0.0,0.0,0.21400000000000002,0.0,0.0,0.174,0.126,0.122
202,0.202,0.98,1,0.099,0.178,0.052,-0.097,-0.058,0.01,0.012,0.08399999999999999,0.0,0.0,0.068,0.016,0.0,0.0,0.0,0.012,0.23399999999999999,0.0,0.0,0.142,0.11399999999999999,0.118
203,0.203,0.98,1,0.085,0.155,0.052,-0.092,-0.057,0.0,0.008,0.06999999999999999,0.0,0.0,0.05,0.016,0.0,0.0,0.0,0.026000000000000002,0.23399999999999999,0.0,0.0,0.10200000000000001,0.076,0.11599999999999999
204,0.204,0.98,1,0.078,0.147,0.05,-0.095,-0.058,0.0,0.006,0.05600000000000001,0.0,0.0,0.004,0.018,0.0,0.0,0.002,0.044,0.22999999999999998,0.0,0.0,0.086,0.072,0.146
205,0.205,0.98,1,0.096,0.131,0.054,-0.095,-0.058,0.0,0.006,0.057999999999999996,0.0,0.0,0.0,0.008,0.0,0.0,0.002,0.06,0.22400000000000003,0.0,0.0,0.072,0.057999999999999996,0.144
206,0.206,0.98,1,0.097,0.127,0.051,-0.095,-0.058,0.0,0.004,0.05600000000000001,0.0,0.0,0.0,0.004,0.0,0.0,0.002,0.076,0.22200000000000003,0.0,0.0,0.088,0.064,0.13799999999999998
207,0.207,0.98,1,0.102,0.129,0.055,-0.094,-0.057,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.21800000000000003,0.0,0.0,0.088,0.05600000000000001,0.1
208,0.208,0.98,1,0.119,0.136,0.057,-0.095,-0.058,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.2,0.0,0.0,0.088,0.05600000000000001,0.08
209,0.209,0.98,1,0.101,0.128,0.052,-0.095,-0.057,0.0,0.0,0.057999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05600000000000001,0.16599999999999998,0.0,0.0,0.10600000000000001,0.038,0.05600000000000001
210,0.21,0.98,1,0.098,0.102,0.051,-0.097,-0.057,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.026000000000000002,0.13,0.004,0.0,0.13,0.018,0.036
211,0.211,0.98,1,0.096,0.098,0.051,-0.095,-0.059,0.0,0.0,0.06,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.018,0.118,0.004,0.0,0.136,0.004,0.012
212,0.212,0.98,1,0.09,0.097,0.048,-0.094,-0.059,0.0,0.0,0.05600000000000001,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.11000000000000001,0.004,0.0,0.10400000000000001,0.004,0.002
213,0.213,0.98,1,0.098,0.099,0.048,-0.095,-0.06,0.0,0.0,0.064,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.026000000000000002,0.10600000000000001,0.0,0.0,0.06,0.0,0.002
214,0.214,0.98,1,0.106,0.087,0.047,-0.095,-0.059,0.0,0.0,0.064,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.022,0.098,0.0,0.0,0.052000000000000005,0.0,0.0
215,0.215,0.98,1,0.102,0.094,0.046,-0.094,-0.06,0.0,0.0,0.066,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.04,0.10400000000000001,0.006,0.0,0.064,0.0,0.0
216,0.216,0.98,1,0.093,0.093,0.044,-0.096,-0.06,0.0,0.0,0.068,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.041999999999999996,0.126,0.02,0.0,0.086,0.0,0.0
217,0.217,0.98,1,0.098,0.094,0.042,-0.097,-0.059,0.0,0.0,0.066,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.05600000000000001,0.136,0.026000000000000002,0.0,0.1,0.006,0.0
218,0.218,0.98,1,0.104,0.098,0.042,-0.096,-0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.13799999999999998,0.022,0.0,0.10600000000000001,0.006,0.0
219,0.219,0.98,1,0.105,0.095,0.043,-0.097,-0.059,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13999999999999999,0.014000000000000002,0.0,0.10200000000000001,0.008,0.0
220,0.22,0.98,1,0.104,0.094,0.045,-0.097,-0.059,0.0,0.0,0.048,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.034,0.148,0.024,0.0,0.094,0.002,0.0
221,0.221,0.98,1,0.102,0.102,0.045,-0.097,-0.059,0.0,0.0,0.052000000000000005,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.036,0.154,0.022,0.0,0.078,0.002,0.0
222,0.222,0.98,1,0.103,0.101,0.043,-0.096,-0.061,0.0,0.0,0.048,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.041999999999999996,0.13799999999999998,0.018,0.0,0.076,0.0,0.0
223,0.223,0.98,1,0.107,0.106,0.044,-0.097,-0.061,0.0,0.0,0.044,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.044,0.118,0.0,0.0,0.066,0.0,0.0
224,0.224,0.98,1,0.105,0.106,0.044,-0.095,-0.062,0.0,0.0,0.038,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.041999999999999996,0.11599999999999999,0.006,0.0,0.05600000000000001,0.0,0.0
225,0.225,0.98,1,0.107,0.102,0.046,-0.096,-0.061,0.0,0.0,0.046,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.046,0.134,0.006,0.0,0.041999999999999996,0.0,0.0
226,0.226,0.98,1,0.11,0.105,0.042,-0.103,-0.064,0.0,0.0,0.032,0.0,0.0,0.05,0.012,0.0,0.0,0.0,0.032,0.10400000000000001,0.036,0.0,0.05,0.0,0.0
227,0.227,0.98,1,0.131,0.099,0.047,-0.12,-0.072,0.0,0.018,0.028000000000000004,0.0,0.0,0.074,0.02,0.0,0.0,0.0,0.02,0.072,0.078,0.0,0.076,0.0,0.0
228,0.228,0.98,1,0.134,0.101,0.051,-0.126,-0.076,0.0,0.018,0.008,0.0,0.0,0.08399999999999999,0.032,0.0,0.004,0.0,0.008,0.034,0.10400000000000001,0.004,0.076,0.0,0.0
229,0.229,0.98,1,0.14,0.112,0.053,-0.135,-0.08,0.0,0.018,0.008,0.0,0.0,0.05600000000000001,0.036,0.0,0.01,0.0,0.024,0.057999999999999996,0.08399999999999999,0.03,0.066,0.0,0.0
230,0.23,0.98,1,0.147,0.106,0.045,-0.152,-0.09,0.0,0.0,0.0,0.0,0.0,0.066,0.024,0.0,0.036,0.0,0.057999999999999996,0.11599999999999999,0.036,0.06,0.04,0.0,0.0
231,0.231,0.98,1,0.158,0.115,0.049,-0.166,-0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.034,0.0,0.048,0.0,0.10400000000000001,0.184,0.01,0.11200000000000002,0.034,0.0,0.0
232,0.232,0.93,1,0.172,0.119,0.037,-0.179,-0.108,0.0,0.0,0.0,0.0,0.002,0.142,0.04,0.0,0.074,0.0,0.148,0.258,0.0,0.148,0.016,0.0,0.0
233,0.233,0.98,1,0.176,0.109,0.026,-0.192,-0.11,0.0,0.0,0.0,0.0,0.012,0.144,0.068,0.0,0.08,0.0,0.16399999999999998,0.292,0.0,0.202,0.0,0.0,0.0
234,0.234,0.98,1,0.194,0.103,0.019,-0.188,-0.128,0.0,0.006,0.0,0.0,0.014000000000000002,0.136,0.09,0.008,0.08399999999999999,0.0,0.162,0.33199999999999996,0.0,0.24,0.0,0.0,0.0
