frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
200,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04241405,4.915062e-08,0.2475699,0.04087632,0.05551798,0.06284495,0.07543401,0.05721665,0.03876606,0.0517287,0.03723484,0.04515935,0.06070337,0.03691673,0.177117,0.08170664,0.0
201,0.201,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04219806,5.070279e-08,0.2470816,0.04094281,0.05556105,0.06379968,0.07545865,0.057211,0.03951188,0.05166937,0.03766662,0.04456466,0.06053921,0.0367204,0.1780233,0.08168891,0.0
202,0.202,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04203889,5.210242e-08,0.2473562,0.04108328,0.05568337,0.06458058,0.07549477,0.05717575,0.0407249,0.05161477,0.03825809,0.04403577,0.06039806,0.03646243,0.1768114,0.08168822,0.0
203,0.203,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04233972,5.364642e-08,0.249166,0.0411823,0.05585082,0.06468657,0.07549647,0.05703646,0.04171051,0.05157191,0.03853405,0.04358754,0.06023347,0.03609536,0.1758183,0.08171938,0.0
204,0.204,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04242225,5.429174e-08,0.2518282,0.04123536,0.05643821,0.06436993,0.07548633,0.05706222,0.04214959,0.05150067,0.03856575,0.04300239,0.06009364,0.03621789,0.1704761,0.08161736,0.0
205,0.205,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04229501,5.51686e-08,0.250285,0.04127472,0.05703536,0.0643139,0.07550822,0.0571684,0.0423885,0.05143094,0.03836013,0.04238769,0.05997258,0.03529718,0.1644675,0.08150206,0.0
206,0.206,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04215817,5.718018e-08,0.247478,0.04125749,0.05767677,0.0647885,0.07552862,0.05728618,0.04220454,0.05137048,0.03801392,0.04183787,0.05986195,0.03434189,0.1583313,0.08144678,0.0
207,0.207,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04196474,5.807623e-08,0.2444194,0.04123192,0.05822591,0.06574165,0.07552698,0.05701195,0.04184178,0.05132185,0.03770771,0.04147782,0.05985682,0.03373853,0.1524397,0.08135839,0.0
208,0.208,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04188967,5.873328e-08,0.2409202,0.0412196,0.05884337,0.06636618,0.07552873,0.05673989,0.04134741,0.05127106,0.03734322,0.04114049,0.05991181,0.03295742,0.1465462,0.08113198,0.0
209,0.209,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04192282,5.950084e-08,0.2386767,0.04120065,0.05957703,0.06675382,0.07552629,0.05655798,0.04086623,0.05122746,0.03698373,0.04068036,0.05998887,0.03227695,0.1409635,0.08088752,0.0
210,0.21,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04186599,5.991563e-08,0.2358106,0.04118557,0.06023189,0.06712805,0.07552687,0.05666205,0.04034783,0.05118452,0.0366515,0.04022998,0.06005982,0.03144727,0.1358652,0.0806518,0.0
211,0.211,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04187864,6.035712e-08,0.2325663,0.04117493,0.06047658,0.06738317,0.0755206,0.05657624,0.03986445,0.05115461,0.03632424,0.0399094,0.0601217,0.03078962,0.1310732,0.08043654,0.0
212,0.212,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04185026,6.034229e-08,0.2292503,0.04116681,0.0608105,0.0674476,0.0755141,0.0563868,0.03944749,0.05112603,0.03603587,0.0397122,0.06015962,0.03036256,0.1264687,0.08024114,0.0
213,0.213,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04181293,6.061722e-08,0.2258089,0.04115625,0.06118363,0.06741108,0.07550942,0.05615195,0.03909773,0.05109894,0.0357642,0.03957281,0.060192,0.02997895,0.1220069,0.08005357,0.0
214,0.214,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04178801,6.107059e-08,0.2225766,0.04115498,0.06161184,0.06714643,0.07550041,0.05597084,0.0387896,0.05106672,0.03556165,0.03938721,0.06030842,0.02965296,0.1177279,0.07987683,0.0
215,0.215,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04179105,6.190994e-08,0.2202572,0.04115913,0.0620221,0.06697912,0.07548752,0.05572078,0.03855271,0.05103993,0.03538378,0.03936551,0.06039327,0.02951774,0.1136454,0.07970355,0.0
216,0.216,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04162473,6.205563e-08,0.216802,0.04120808,0.06215524,0.06668063,0.07547604,0.05547734,0.03849218,0.05100861,0.0351073,0.03899158,0.06025865,0.0285604,0.1096247,0.07952271,0.0
217,0.217,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0415345,6.269953e-08,0.2138814,0.04125398,0.06233328,0.06650884,0.07547086,0.05518457,0.03838763,0.05097121,0.03486338,0.03865765,0.06011931,0.02771988,0.1057615,0.07934366,0.0
218,0.218,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04138586,6.258764e-08,0.2110497,0.04128575,0.06253408,0.06637576,0.07546322,0.05487188,0.03819804,0.0509374,0.03459235,0.03841348,0.0600383,0.02708397,0.1022374,0.07918386,0.0
219,0.219,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04133991,6.204803e-08,0.2085393,0.04132025,0.06287959,0.06628899,0.07545744,0.0546604,0.03804551,0.05090577,0.03435795,0.0380455,0.05998243,0.02647744,0.09885295,0.07903411,0.0
220,0.22,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04123909,6.153633e-08,0.204089,0.04135639,0.06302722,0.06615201,0.07545329,0.05440382,0.03780654,0.05087579,0.03415701,0.03771528,0.05996111,0.02587651,0.09558465,0.07889029,0.0
221,0.221,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04111509,6.097885e-08,0.1996092,0.04140983,0.06311109,0.06594442,0.0754467,0.05414607,0.03761408,0.05085219,0.03392174,0.03739194,0.05997893,0.02546592,0.09241902,0.07876839,0.0
222,0.222,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04098279,6.028161e-08,0.1948227,0.04144814,0.06309121,0.06572023,0.07543734,0.05384442,0.03749724,0.05082969,0.03370526,0.0371169,0.06006285,0.02506282,0.08940385,0.07865503,0.0
223,0.223,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04086523,5.988535e-08,0.1906592,0.04147147,0.06300978,0.06554581,0.07542892,0.0536065,0.03741548,0.05080992,0.03348756,0.03692583,0.06010526,0.02485076,0.08654705,0.07853971,0.0
224,0.224,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04079156,5.938917e-08,0.1859644,0.04148535,0.06293274,0.06539855,0.07542156,0.05339926,0.03725569,0.05079695,0.03331489,0.0367442,0.06020041,0.02450494,0.0837779,0.07842952,0.0
225,0.225,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04070474,5.911131e-08,0.1815077,0.04149355,0.06281024,0.06523154,0.07541675,0.05316296,0.03707259,0.0507836,0.03314252,0.03652719,0.06042788,0.02403967,0.08119627,0.07833058,0.0
226,0.226,0.98,1,0.0,0.0,0.0,0.0,0.0,0.040613,5.894416e-08,0.1771478,0.04148998,0.06265079,0.06515761,0.07541186,0.05297263,0.03686523,0.0507656,0.03297252,0.03645105,0.06055699,0.02370603,0.07875458,0.07822462,0.0
227,0.227,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04044402,5.854482e-08,0.1730946,0.04149637,0.06253782,0.06508573,0.07540908,0.05279195,0.03665549,0.05074998,0.0328058,0.0363939,0.06066869,0.02348367,0.076424,0.07813378,0.0
228,0.228,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04034561,5.82143e-08,0.169183,0.04149308,0.06251941,0.06507074,0.0754056,0.05263316,0.03643028,0.05073638,0.03263812,0.03635242,0.060679,0.02330431,0.07420361,0.07804076,0.0
229,0.229,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04019308,5.75878e-08,0.1655175,0.04150325,0.06245721,0.06522017,0.07540371,0.05244149,0.03625156,0.05072163,0.03253843,0.03631246,0.06068321,0.02307124,0.07201456,0.07794978,0.0
230,0.23,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04006628,5.706594e-08,0.1618327,0.04151374,0.06244834,0.06535535,0.07540181,0.05224388,0.03607328,0.05071177,0.03253864,0.03621258,0.06060455,0.02281124,0.06997687,0.07786911,0.0
231,0.231,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03989246,5.661924e-08,0.1582911,0.0415366,0.06258266,0.0655344,0.07539868,0.05205939,0.0359033,0.05070268,0.03255502,0.0361399,0.06060032,0.02256954,0.06813601,0.07780485,0.0
232,0.232,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03975468,5.667731e-08,0.1547735,0.04153167,0.06251819,0.06588827,0.07540179,0.05196539,0.03570676,0.05069087,0.03247692,0.03594467,0.06061098,0.02224831,0.06627095,0.07774778,0.0
233,0.233,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03962478,5.673237e-08,0.1513762,0.04152554,0.06243837,0.06620292,0.075403,0.05187634,0.03552732,0.05067981,0.03241589,0.03577592,0.06062775,0.02193699,0.06452473,0.07769592,0.0
234,0.234,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03954165,5.659192e-08,0.1483805,0.04152553,0.06272244,0.06643425,0.07540076,0.05201784,0.03574844,0.05068298,0.0324921,0.03543311,0.06078818,0.02123127,0.0631988,0.0776706,0.0
235,0.235,0.88,1,0.0,0.0,0.0,0.0,0.0,0.03947351,5.669957e-08,0.1458307,0.04153946,0.06268941,0.06674258,0.07540116,0.0521184,0.03622633,0.05071538,0.03276142,0.03511842,0.06110292,0.02051068,0.06197654,0.07765379,0.0
236,0.236,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03943631,5.627182e-08,0.1435106,0.0415443,0.06271267,0.0667346,0.0754087,0.0524295,0.03701153,0.05076876,0.03336379,0.03489226,0.06166317,0.01981215,0.06067005,0.07769466,0.0
237,0.237,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03964806,5.675727e-08,0.14411,0.0415283,0.06254622,0.06647792,0.07543284,0.05285662,0.03765991,0.05083189,0.03447205,0.03501536,0.06223476,0.01915216,0.05954079,0.07769881,0.0
238,0.238,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03984563,5.728986e-08,0.1450683,0.04149666,0.06236332,0.06694221,0.07545079,0.05304447,0.03809974,0.05091872,0.03562974,0.03632381,0.06407591,0.01863517,0.05913235,0.0777215,0.0
239,0.239,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03981977,5.661483e-08,0.1457025,0.04147905,0.06232307,0.06787434,0.07545979,0.05292973,0.03862205,0.05097319,0.03606541,0.03670529,0.06754591,0.01812328,0.05836525,0.07776125,0.0
240,0.24,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03989009,5.754012e-08,0.14664,0.04149556,0.06228404,0.06839016,0.07546461,0.05327893,0.03925067,0.05102106,0.03649802,0.03814528,0.07252816,0.01781973,0.05876021,0.07831224,0.0
241,0.241,0.93,1,0.0,0.0,0.0,0.0,0.0,0.04005555,5.82249e-08,0.1509978,0.04147032,0.06255805,0.06808821,0.07546725,0.05396703,0.04046555,0.0510821,0.03676781,0.03946885,0.07630421,0.01752998,0.05916644,0.07854435,0.0
242,0.242,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04019952,5.988575e-08,0.1554855,0.04149676,0.06313171,0.06796175,0.07548355,0.05520483,0.04259871,0.05114665,0.03684492,0.04139052,0.08107139,0.01753457,0.05933987,0.07874301,0.0
243,0.243,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04019207,6.037696e-08,0.1604502,0.0415142,0.06334915,0.06771963,0.07553931,0.05621699,0.04682416,0.05119931,0.03674496,0.0429307,0.08510794,0.01754016,0.05957114,0.07905333,0.0
244,0.244,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04027073,6.51055e-08,0.1640814,0.04159391,0.0634683,0.06720726,0.0756005,0.05606547,0.05046078,0.05128708,0.03675839,0.04389805,0.08888504,0.01746223,0.06019595,0.07925285,0.0
245,0.245,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04049793,7.0601e-08,0.1657528,0.04160032,0.06343551,0.06691099,0.07568633,0.05577065,0.05302701,0.05144491,0.03674501,0.04511647,0.0926711,0.01769171,0.06106341,0.07941977,0.0
246,0.246,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0406561,7.455994e-08,0.1667643,0.041592,0.06396162,0.06667732,0.07577781,0.05549242,0.05497069,0.05152417,0.03656476,0.04613121,0.09388694,0.017765,0.0607044,0.07957681,0.0
247,0.247,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04055742,7.667646e-08,0.1650957,0.04159112,0.06422029,0.06649721,0.07603767,0.05559386,0.05612634,0.05158029,0.036913,0.04750074,0.09432153,0.01814826,0.06095426,0.07963177,0.0
248,0.248,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04042963,7.897253e-08,0.1643806,0.04161335,0.06432031,0.06620999,0.07623257,0.05544969,0.05730414,0.05161092,0.03701476,0.04886235,0.09555597,0.01821123,0.06294274,0.07962044,0.0
249,0.249,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04034258,8.018652e-08,0.1691827,0.04195069,0.06398522,0.06620523,0.07646294,0.05505445,0.05791855,0.05161696,0.03685072,0.04941042,0.09804177,0.0183486,0.0638212,0.07953876,0.0
250,0.25,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04025895,8.051888e-08,0.1755465,0.04223453,0.06387126,0.0660804,0.07652283,0.05465065,0.0587605,0.05166649,0.03679053,0.05065374,0.09729037,0.01831336,0.06439112,0.07944892,0.0
251,0.251,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04010465,8.083406e-08,0.1812812,0.04260678,0.06374405,0.06595056,0.07658987,0.05428284,0.05936915,0.05168452,0.03698604,0.0509693,0.09725909,0.01842227,0.06458298,0.07938544,0.0
252,0.252,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04015423,8.209626e-08,0.1865538,0.04271981,0.06383072,0.06536584,0.07673864,0.05394045,0.06016348,0.05175516,0.03727135,0.05155604,0.09752186,0.01859693,0.06511751,0.07939467,0.0
253,0.253,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04020997,8.223353e-08,0.192706,0.04284393,0.06395283,0.06497382,0.07680993,0.05360396,0.06039697,0.05184618,0.03751411,0.05163961,0.09732687,0.01869861,0.06683663,0.07941484,0.0
254,0.254,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04032009,8.231552e-08,0.1984408,0.04310371,0.06412102,0.0645685,0.07692752,0.05327096,0.06084179,0.05196844,0.03780661,0.05194764,0.09757426,0.01853778,0.06839484,0.07941777,0.0
255,0.255,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04030473,8.301944e-08,0.2037357,0.04327362,0.0643239,0.06424588,0.07711862,0.05293491,0.06119134,0.05207147,0.03798975,0.0517376,0.09841032,0.0184281,0.06991906,0.07947976,0.0
256,0.256,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04030188,8.216971e-08,0.2077999,0.04334375,0.06434859,0.06392264,0.07726669,0.05266761,0.06159316,0.05220251,0.03822686,0.05160013,0.09878319,0.01833095,0.07228832,0.07952382,0.0
257,0.257,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04032296,8.162885e-08,0.2105524,0.04344008,0.06434975,0.06365826,0.07743139,0.05246645,0.06185517,0.0522595,0.03845125,0.05166223,0.09896146,0.01823446,0.07307981,0.07958784,0.0
258,0.258,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04021514,8.154945e-08,0.2130503,0.04342587,0.06441188,0.06349025,0.07767791,0.05225693,0.06256318,0.05231656,0.03854311,0.05182451,0.09874413,0.01812356,0.07399679,0.0796121,0.0
259,0.259,0.88,1,0.0,0.0,0.0,0.0,0.0,0.04005561,8.118516e-08,0.2154277,0.04347257,0.06431133,0.06329906,0.07782505,0.05200808,0.06329101,0.05235035,0.03846132,0.05193362,0.09876151,0.01798363,0.07466377,0.07956433,0.0
260,0.26,0.88,1,0.0,0.0,0.0,0.0,0.0,0.03982911,7.973189e-08,0.2180143,0.04355628,0.06417564,0.06315695,0.07792027,0.05172016,0.06399122,0.05236695,0.0383402,0.05207502,0.09881762,0.01794684,0.07386868,0.0795215,0.0
261,0.261,0.88,1,0.0,0.0,0.0,0.0,0.0,0.03960127,7.772761e-08,0.220691,0.04371966,0.06406342,0.06302535,0.07805011,0.05148114,0.06410299,0.05238519,0.03839852,0.05217217,0.09761406,0.01795782,0.07275853,0.07945357,0.0
262,0.262,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03936673,7.635682e-08,0.2225611,0.04386125,0.06405444,0.06299405,0.0781277,0.05119239,0.06500699,0.05243969,0.03827925,0.05230464,0.09746543,0.01805087,0.07141709,0.07937814,0.0
263,0.263,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03914973,7.455118e-08,0.2234361,0.04409076,0.06387749,0.0628925,0.07817965,0.05093622,0.06521747,0.05244677,0.03810829,0.05239761,0.09715208,0.01809759,0.07046311,0.07931849,0.0
264,0.264,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03896653,7.300751e-08,0.2243171,0.0444667,0.06367506,0.06280968,0.07820222,0.05067728,0.06534788,0.05247181,0.03802036,0.0524311,0.09714633,0.01838277,0.0695453,0.07928191,0.0
265,0.265,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03879357,7.125467e-08,0.2246731,0.04481345,0.06354962,0.06266342,0.07822645,0.05040962,0.06512387,0.05245133,0.03780445,0.05247066,0.09731926,0.01868527,0.0686513,0.07928286,0.0
266,0.266,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03868465,7.096523e-08,0.2214648,0.04495367,0.06334926,0.06244836,0.07830755,0.05023102,0.06540071,0.05247386,0.03750786,0.05262004,0.09755564,0.01892347,0.06801344,0.07923841,0.0
267,0.267,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03855866,7.073893e-08,0.2181184,0.04504096,0.06314444,0.06213519,0.07833257,0.05012067,0.06657019,0.05252184,0.0371194,0.05243184,0.09679589,0.01936402,0.0670275,0.07919755,0.0
268,0.268,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0384354,7.045208e-08,0.2156153,0.04508812,0.06295227,0.06188234,0.0783763,0.05003001,0.06735558,0.05256824,0.03675604,0.05217725,0.09605851,0.01980664,0.06609092,0.07916275,0.0
269,0.269,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03828801,7.034865e-08,0.2158048,0.04510146,0.06288482,0.06172852,0.07842834,0.04991487,0.06872238,0.05253809,0.03633311,0.05179272,0.09547214,0.02001661,0.06535368,0.07917522,0.0
270,0.27,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03814692,6.834799e-08,0.2164387,0.04512014,0.06280307,0.06144883,0.07833817,0.04991828,0.06951451,0.05247759,0.03597006,0.05156397,0.09412728,0.01972124,0.06416543,0.07914596,0.0
271,0.271,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03800067,6.613772e-08,0.214672,0.04506444,0.06281301,0.06162344,0.07820097,0.05017328,0.06924284,0.0524125,0.03552891,0.05073453,0.09239168,0.01919825,0.06374389,0.07914165,0.0
272,0.272,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03788839,6.404176e-08,0.2150996,0.04501216,0.06391434,0.06158194,0.07805895,0.05068854,0.06861964,0.05235315,0.03525554,0.05018771,0.09092434,0.01862553,0.06373234,0.07903028,0.0
273,0.273,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03779637,6.225891e-08,0.2167629,0.04497872,0.06494945,0.06171671,0.07791699,0.05110582,0.0678151,0.05229386,0.03503508,0.04939686,0.08927692,0.01817728,0.06363709,0.07894292,0.0
274,0.274,0.98,1,0.0,0.0,0.0,0.0,0.0,0.037795,6.044785e-08,0.2181979,0.04486909,0.06518298,0.06182614,0.07778333,0.05130137,0.06699263,0.05228265,0.03493385,0.05018023,0.08783199,0.01772656,0.06300994,0.07881608,0.0
275,0.275,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03785313,5.958541e-08,0.220408,0.04478275,0.06567425,0.06235518,0.07765694,0.05182944,0.06583666,0.05224656,0.03461688,0.0509418,0.08630233,0.01731118,0.06226218,0.07866836,0.0
276,0.276,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03821019,6.021257e-08,0.2230752,0.04469479,0.06635082,0.06295757,0.07753157,0.05221212,0.0646621,0.05221552,0.03427281,0.05021382,0.08485913,0.01705906,0.06179127,0.07853912,0.0
277,0.277,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03831887,6.268579e-08,0.2246865,0.04476312,0.06805609,0.06288064,0.07740645,0.05219419,0.06340493,0.05217637,0.03397876,0.04914226,0.08376807,0.01677197,0.06212727,0.07845063,0.0
278,0.278,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03835543,6.31526e-08,0.2261218,0.04472371,0.07115526,0.06280433,0.07729191,0.05211722,0.06264279,0.05220681,0.033692,0.04822631,0.08279742,0.01651689,0.061917,0.07840211,0.0
279,0.279,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03846119,6.29691e-08,0.2261848,0.0448156,0.07234205,0.06272071,0.07718164,0.05207762,0.06216817,0.05213745,0.03335244,0.04757687,0.08157077,0.01645741,0.06070414,0.07853648,0.0
280,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0384206,6.587776e-08,0.2243951,0.04493717,0.07391833,0.06308115,0.07707416,0.05200122,0.06184001,0.05205742,0.03305251,0.04673497,0.08079033,0.01673799,0.05958439,0.07855685,0.0
281,0.281,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03850412,6.437325e-08,0.2197842,0.04518564,0.07533756,0.06353177,0.0769766,0.05177586,0.06143579,0.05198072,0.03291105,0.04591386,0.08013946,0.01692451,0.05962249,0.07850396,0.0
282,0.282,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03839652,6.212773e-08,0.2135917,0.04518245,0.07691199,0.06453104,0.07688244,0.05143728,0.060731,0.05193869,0.03289875,0.04518498,0.07926304,0.01684696,0.05973791,0.07840629,0.0
283,0.283,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03832522,6.028733e-08,0.2076337,0.04538098,0.07847792,0.06518689,0.07679673,0.05110922,0.06012344,0.05191192,0.03276672,0.04421535,0.07893966,0.01671529,0.06009357,0.07829629,0.0
284,0.284,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03826229,5.875885e-08,0.2035209,0.04577402,0.07921495,0.06559173,0.0767094,0.05082746,0.05939854,0.05186942,0.03278146,0.04340847,0.07863199,0.01654993,0.05981788,0.07819705,0.0
285,0.285,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03815271,5.720106e-08,0.2002497,0.04596357,0.0788547,0.06585222,0.07662479,0.05052053,0.05852511,0.05182307,0.03284115,0.04263091,0.07855687,0.01638517,0.05911911,0.07809994,0.0
286,0.286,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03802296,5.638613e-08,0.1957724,0.0460306,0.07843791,0.06581095,0.07654724,0.05020647,0.05784366,0.05178728,0.03271778,0.04199249,0.07793348,0.01629541,0.05836586,0.07799932,0.0
287,0.287,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0378851,5.62395e-08,0.1905187,0.04589718,0.07832749,0.06557552,0.07647264,0.04989252,0.05720991,0.05180091,0.03261723,0.04129212,0.07785331,0.01598786,0.0578739,0.0779582,0.0
288,0.288,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03777476,5.682296e-08,0.1857419,0.0457145,0.07763417,0.06545269,0.07640204,0.04962735,0.05646752,0.05179353,0.03244305,0.04070236,0.07796882,0.01565112,0.05783449,0.07796816,0.0
289,0.289,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03767382,5.701499e-08,0.182122,0.04551663,0.07678746,0.06542131,0.07633971,0.04940635,0.05564857,0.05175226,0.03217292,0.04004238,0.07760458,0.01531054,0.05713786,0.07808779,0.0
290,0.29,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03755337,5.671542e-08,0.1782477,0.04530922,0.07583928,0.06533749,0.07628509,0.04922535,0.05484141,0.05172011,0.0319111,0.0395022,0.07731508,0.01503142,0.05649473,0.07820411,0.0
291,0.291,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03744688,5.585335e-08,0.1749771,0.04513489,0.0749346,0.06521002,0.07623203,0.04903771,0.05400207,0.05168763,0.03168946,0.03895745,0.07702774,0.01477643,0.0558287,0.07827334,0.0
292,0.292,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03740728,5.54212e-08,0.1721467,0.04500556,0.07420085,0.06496267,0.076178,0.04881442,0.05331834,0.05167343,0.03149642,0.03839543,0.07715292,0.01454031,0.05522503,0.07828946,0.0
293,0.293,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03733279,5.462606e-08,0.1702954,0.04485516,0.07344548,0.06489706,0.07612482,0.04878988,0.0526901,0.05163005,0.03131232,0.03782064,0.0781249,0.01432732,0.05451723,0.07834902,0.0
294,0.294,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03722873,5.319771e-08,0.1714696,0.0447224,0.07286178,0.06533267,0.07606912,0.04872923,0.05303407,0.05159378,0.03119224,0.03733475,0.07951639,0.01414208,0.05375449,0.07835641,0.0
295,0.295,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03709332,5.195162e-08,0.1727631,0.04466734,0.07227585,0.06575365,0.07601839,0.04874845,0.05590061,0.05167241,0.03118439,0.03720084,0.08013994,0.01401996,0.05301734,0.07843129,0.0
296,0.296,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03691748,5.064955e-08,0.1741242,0.04449226,0.07211331,0.06627156,0.07598768,0.04984263,0.05762586,0.0516647,0.03173357,0.03717826,0.08222367,0.01391654,0.05356766,0.07867736,0.0
297,0.297,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03685617,4.933053e-08,0.1730487,0.04437643,0.07178804,0.06663261,0.07599606,0.05052615,0.06031544,0.05168751,0.0318061,0.03794847,0.08164065,0.01366271,0.05276297,0.07868799,0.0
298,0.298,0.93,1,0.0,0.0,0.0,0.0,0.0,0.0368102,4.779073e-08,0.1750751,0.04428447,0.07123129,0.06833231,0.07602137,0.0519849,0.06205028,0.05166093,0.03199906,0.03963193,0.0816448,0.01350614,0.05198155,0.07873493,0.0
299,0.299,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03685082,4.65112e-08,0.1756251,0.04423559,0.07042839,0.07033421,0.07603853,0.05455815,0.06341133,0.05164983,0.03273657,0.04033962,0.08245137,0.0133196,0.05123407,0.078747,0.0
300,0.3,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03676186,4.515334e-08,0.1762786,0.04411283,0.06985818,0.07231481,0.07605635,0.0555519,0.06466819,0.05161327,0.03318303,0.04189063,0.08264967,0.01313085,0.05046441,0.07871057,0.0
301,0.301,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03668835,4.368507e-08,0.1762337,0.04402218,0.06916615,0.07341489,0.07612243,0.05731916,0.06568497,0.0515793,0.03384342,0.043472,0.08186798,0.01294388,0.05025546,0.07870688,0.0
302,0.302,0.93,1,0.0,0.0,0.0,0.0,0.0,0.03661715,4.252154e-08,0.1778445,0.04392636,0.06845579,0.07417667,0.07622708,0.06198316,0.06576551,0.05153684,0.03433758,0.04591795,0.08157519,0.01276019,0.05065281,0.07873489,0.0
