frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
97,0.097,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03638507,3.357052e-08,0.1145749,0.04217175,0.08166121,0.07759651,0.07525195,0.05343814,0.6714456,0.1748306,0.02652726,0.03063048,0.1278109,0.009889697,0.04278627,0.07843627,0.0
98,0.098,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03640672,3.390547e-08,0.114541,0.04218019,0.08070871,0.0769245,0.07524329,0.05380331,0.6456875,0.1695301,0.02654132,0.03071056,0.1250923,0.009953693,0.04296928,0.07835101,0.0
99,0.099,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03646506,3.422309e-08,0.1137488,0.04223016,0.07978272,0.07625399,0.07523711,0.05470924,0.6200415,0.1638918,0.02656589,0.03087234,0.1220984,0.01046313,0.04309897,0.0782553,0.0
100,0.1,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03652589,3.452428e-08,0.1126526,0.04222028,0.07863538,0.07539721,0.07523028,0.05536918,0.593021,0.158371,0.02665393,0.03097107,0.1191533,0.01089008,0.0435239,0.07816695,0.0
101,0.101,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03651636,3.456907e-08,0.1112914,0.04220017,0.07748912,0.07446005,0.07522229,0.05568281,0.5669786,0.1533068,0.02670318,0.03087338,0.1165161,0.01115637,0.04371433,0.07811552,0.0
102,0.102,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03652644,3.487646e-08,0.1099986,0.04216572,0.07633694,0.07350587,0.0752146,0.05587155,0.5419208,0.1483602,0.02675025,0.03076181,0.1139849,0.01151976,0.04401418,0.07825844,0.0
103,0.103,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03662656,3.538469e-08,0.1088721,0.04213932,0.07534503,0.07280976,0.07520781,0.05630233,0.517067,0.1436659,0.02680722,0.03065595,0.1115035,0.01201434,0.04421223,0.07841937,0.0
104,0.104,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03672325,3.569806e-08,0.107673,0.0421068,0.07442907,0.07211341,0.07520127,0.05692557,0.493892,0.139342,0.0268478,0.0305613,0.1091714,0.01262248,0.04413056,0.07847057,0.0
105,0.105,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03686968,3.570623e-08,0.1065505,0.04206346,0.07357067,0.07154264,0.07519522,0.05764367,0.4722733,0.1352651,0.02687934,0.03050034,0.1069339,0.01320119,0.04422812,0.07851045,0.0
106,0.106,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03693521,3.53768e-08,0.1054556,0.0420232,0.0727055,0.07104379,0.07518903,0.05789289,0.4511319,0.1313946,0.02692587,0.03035793,0.1050886,0.01353352,0.04405391,0.07850396,0.0
107,0.107,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03694217,3.543771e-08,0.1043329,0.04200997,0.07180037,0.07055713,0.07518204,0.05796707,0.4312197,0.1276497,0.02698586,0.03024508,0.1032891,0.0137785,0.04379803,0.07844093,0.0
108,0.108,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03692669,3.535096e-08,0.1032552,0.04199221,0.07093519,0.0699635,0.07517595,0.05853608,0.4128846,0.1241956,0.02701218,0.03012649,0.1014866,0.01400032,0.04355481,0.07834314,0.0
109,0.109,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03690503,3.511216e-08,0.1021763,0.04198133,0.07009637,0.06942263,0.07517023,0.05912313,0.3948505,0.1208287,0.02702009,0.03004545,0.09967232,0.01438903,0.04332623,0.0782514,0.0
110,0.11,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03686831,3.495796e-08,0.1012193,0.04197244,0.06929734,0.06884651,0.07516523,0.05994741,0.3775382,0.1174874,0.02703767,0.02996412,0.0979633,0.01480227,0.04310491,0.07818872,0.0
111,0.111,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03684469,3.478765e-08,0.100355,0.04195722,0.06852965,0.06825565,0.07516006,0.060741,0.3612559,0.1143321,0.02705165,0.0298588,0.09633262,0.01512239,0.0428488,0.07811385,0.0
112,0.112,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03684358,3.475861e-08,0.09944563,0.04190959,0.06778815,0.06767385,0.07515526,0.06124839,0.345836,0.111339,0.02708968,0.02976573,0.09464001,0.01554459,0.04265759,0.07804407,0.0
113,0.113,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03686567,3.467086e-08,0.09852563,0.04186919,0.06704915,0.06704497,0.07515171,0.06152942,0.3311812,0.1085476,0.02711272,0.02971289,0.09314687,0.0160282,0.04249004,0.07798431,0.0
114,0.114,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03690992,3.485257e-08,0.09766436,0.04184431,0.06632026,0.06651761,0.07514738,0.06189079,0.3172231,0.1058314,0.02716712,0.02968359,0.09170424,0.01640552,0.042309,0.07794547,0.0
115,0.115,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03688737,3.526571e-08,0.09676731,0.04182345,0.06565271,0.06597271,0.07514294,0.06207247,0.3037732,0.1031719,0.02724748,0.02967744,0.09045473,0.01664183,0.04206483,0.07790478,0.0
116,0.116,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03688453,3.585015e-08,0.0959653,0.04181212,0.06505114,0.06539974,0.07514037,0.06217044,0.2906428,0.100594,0.02730559,0.02966045,0.08911464,0.01684975,0.04189718,0.07786073,0.0
117,0.117,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03683528,3.664519e-08,0.09534704,0.04179854,0.06446088,0.06479298,0.07513781,0.06229233,0.2780938,0.09810007,0.02737899,0.02961295,0.08792462,0.01694494,0.04158314,0.07781786,0.0
118,0.118,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03689685,4.033728e-08,0.0950767,0.04182049,0.06390279,0.06431707,0.07513759,0.06200704,0.2662562,0.09570297,0.02742269,0.02960473,0.08690982,0.01700897,0.0413648,0.07780136,0.0
119,0.119,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03703958,4.422375e-08,0.09482332,0.04188947,0.06337006,0.06406041,0.07513998,0.06160372,0.2551039,0.09344234,0.02742364,0.02955931,0.08651775,0.01695631,0.04118717,0.07783565,0.0
120,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03730951,4.550089e-08,0.09505545,0.04191261,0.06285036,0.06425048,0.07514827,0.06104285,0.2444444,0.09134533,0.02741718,0.02959828,0.08645485,0.01692806,0.04092616,0.07786584,0.0
121,0.121,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03779617,4.863863e-08,0.09663206,0.04189213,0.06240034,0.06519862,0.0751558,0.06060214,0.2345296,0.0894203,0.02740127,0.02957998,0.0863039,0.01689328,0.04068706,0.07789884,0.0
122,0.122,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03819311,5.339626e-08,0.1017241,0.04183522,0.06194431,0.06634723,0.07515886,0.06052209,0.2253176,0.0875878,0.02735885,0.0295859,0.08572445,0.0169523,0.04053196,0.07795945,0.0
123,0.123,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03852726,5.704084e-08,0.1105233,0.04177759,0.06148669,0.0669906,0.07515975,0.05995402,0.2169425,0.08570988,0.02730327,0.02946468,0.08514008,0.01675218,0.04027097,0.0779743,0.0
124,0.124,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03886281,5.948543e-08,0.1218908,0.04173034,0.0611064,0.06711428,0.07516034,0.05953085,0.2088454,0.08394324,0.02726929,0.02932665,0.08449564,0.01648442,0.03985609,0.0781339,0.0
125,0.125,0.98,1,0.0,0.0,0.0,0.0,0.0,0.039157,6.252608e-08,0.1520023,0.04172895,0.06074207,0.06716152,0.0751679,0.05909382,0.2007028,0.08224253,0.02722537,0.02920956,0.08377009,0.01633782,0.03941825,0.0782298,0.0
126,0.126,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03954828,6.536131e-08,0.1804105,0.04174482,0.06034651,0.06727929,0.07517477,0.05873357,0.1925863,0.08060595,0.02725329,0.02911095,0.08289532,0.01629467,0.03914068,0.07848281,0.0
127,0.127,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0402914,6.819442e-08,0.2185705,0.041722,0.05999788,0.06729991,0.07518028,0.05827589,0.1852125,0.07905725,0.02728781,0.0290233,0.08193687,0.01627369,0.03879009,0.07867305,0.0
128,0.128,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0410523,7.179616e-08,0.2589847,0.04170211,0.05966636,0.06742568,0.07518647,0.05772828,0.1782202,0.07760157,0.02730688,0.0289057,0.08111297,0.01621002,0.03853126,0.07874448,0.0
129,0.129,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04181051,7.371845e-08,0.2973088,0.04166462,0.05937757,0.06756797,0.07518866,0.05718912,0.1716324,0.0762087,0.02731091,0.02879648,0.08025808,0.01604604,0.03837811,0.07885384,0.0
130,0.13,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04239531,7.5156e-08,0.3336509,0.04162683,0.05907168,0.06764531,0.07519032,0.05664168,0.1651671,0.0748815,0.02729022,0.02870917,0.07952261,0.01586053,0.03821593,0.07895248,0.0
131,0.131,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0427211,7.541137e-08,0.3681135,0.04159292,0.05876987,0.06763838,0.07519256,0.05617888,0.1589789,0.07361969,0.02727423,0.02862466,0.07871005,0.01564623,0.03813367,0.07904729,0.0
132,0.132,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04300325,7.531636e-08,0.4007936,0.0415578,0.05846595,0.06754284,0.07519637,0.05571251,0.1530707,0.07243975,0.02724915,0.02852898,0.07788117,0.01540061,0.03793545,0.07916562,0.0
133,0.133,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04318963,7.496136e-08,0.4317836,0.0415227,0.05819692,0.06756143,0.07519955,0.0552809,0.1475231,0.07133858,0.0272265,0.02844389,0.0771977,0.01513188,0.03774896,0.07935401,0.0
134,0.134,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04321854,7.409489e-08,0.4611708,0.04148936,0.05790737,0.06753576,0.0752036,0.05483055,0.142315,0.07030004,0.02721651,0.02835063,0.07664061,0.0149887,0.03754466,0.07947003,0.0
135,0.135,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04320866,7.339365e-08,0.4890381,0.04145233,0.05765312,0.06747755,0.07520833,0.05433672,0.1376361,0.06930479,0.02722138,0.0282712,0.07608769,0.01495019,0.03732801,0.07963199,0.0
136,0.136,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04338345,7.289725e-08,0.5154643,0.04141881,0.05743922,0.06740722,0.07521321,0.05388708,0.1331272,0.06836072,0.02721303,0.02819269,0.07557721,0.01496427,0.03719271,0.07985909,0.0
137,0.137,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04355718,7.302861e-08,0.5405237,0.04138473,0.05718887,0.06727974,0.07521646,0.05342174,0.1286205,0.06746376,0.02722514,0.02813233,0.0749623,0.0149389,0.03719344,0.08020075,0.0
138,0.138,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04365566,7.267151e-08,0.5642871,0.04135278,0.05697756,0.06711425,0.07521868,0.05300234,0.1244372,0.06661549,0.02725548,0.02805744,0.07437707,0.01489183,0.03727126,0.08042689,0.0
139,0.139,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04362166,7.148996e-08,0.5868214,0.04132209,0.05679094,0.06704352,0.07522286,0.05258477,0.1205084,0.06579065,0.02728889,0.02798965,0.07381619,0.0148372,0.03735401,0.08069539,0.0
140,0.14,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04352,7.022502e-08,0.6081904,0.04129142,0.05659527,0.06692682,0.07522838,0.0521938,0.1167707,0.06501886,0.02730899,0.02792415,0.07331066,0.01480204,0.03737217,0.08094598,0.0
141,0.141,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04348302,6.919409e-08,0.6284541,0.04125677,0.05640297,0.06686628,0.0752303,0.05183129,0.1131936,0.06428375,0.02732228,0.02785923,0.07291951,0.0147672,0.03728012,0.08111094,0.0
142,0.142,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04345385,6.824055e-08,0.6476699,0.04122966,0.05622729,0.06680326,0.0752347,0.05148859,0.1097635,0.06359018,0.02732466,0.02779773,0.07265793,0.01472455,0.03715022,0.08121336,0.0
143,0.143,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04340889,6.711959e-08,0.6658918,0.04120548,0.05604164,0.06670216,0.07523782,0.0511383,0.1064847,0.06291927,0.02733153,0.02773611,0.07238664,0.01478672,0.03698725,0.08129413,0.0
144,0.144,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04335738,6.624926e-08,0.6831714,0.04117464,0.05586247,0.06670518,0.0752443,0.05085631,0.1035799,0.06233522,0.02732649,0.02768202,0.07231741,0.01487319,0.03687137,0.08135078,0.0
145,0.145,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04330309,6.508678e-08,0.6995572,0.04114244,0.05568468,0.06657547,0.07524529,0.05056977,0.1005862,0.06177074,0.02729687,0.02764003,0.07210411,0.01486569,0.03673536,0.08136689,0.0
146,0.146,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04331034,6.441792e-08,0.7150956,0.04111546,0.05552512,0.06635699,0.07524542,0.05030141,0.0977559,0.06127608,0.02725465,0.02759918,0.07205411,0.01479752,0.03652982,0.08130746,0.0
147,0.147,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04366425,6.551765e-08,0.7298304,0.04108955,0.05539105,0.0660577,0.07524257,0.05006249,0.09498288,0.06084274,0.02719207,0.02756606,0.07228579,0.01475164,0.03630633,0.08119086,0.0
148,0.148,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04425387,6.704217e-08,0.7438031,0.04106456,0.05523847,0.06587101,0.07523964,0.04985663,0.09236149,0.06041341,0.02715499,0.0275118,0.07214908,0.0146391,0.03607157,0.0810954,0.0
149,0.149,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04438128,6.725959e-08,0.7570533,0.04106833,0.05544945,0.06550949,0.07523665,0.04987307,0.08970396,0.06046337,0.02717725,0.02752375,0.07230275,0.01458689,0.03587362,0.08103169,0.0
150,0.15,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04504448,6.951285e-08,0.7678394,0.041116,0.05583575,0.06508657,0.07523627,0.04987933,0.08739496,0.06038868,0.02712975,0.02755774,0.0725477,0.01486403,0.03565047,0.08101478,0.0
151,0.151,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04509983,7.044541e-08,0.7396566,0.04115018,0.05621032,0.06466834,0.07522884,0.04988609,0.0862551,0.0600252,0.02709465,0.02762883,0.07253817,0.01533196,0.03537969,0.08097047,0.0
152,0.152,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04514835,7.21004e-08,0.7101912,0.04113732,0.05632673,0.06464008,0.07522798,0.05011502,0.08564769,0.05961901,0.02705622,0.02764691,0.07225055,0.01636665,0.03520346,0.08084766,0.0
153,0.153,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04483157,7.037038e-08,0.6831352,0.04111684,0.05623422,0.06581189,0.07522395,0.05067355,0.08413453,0.05923032,0.02704718,0.02782928,0.07230443,0.01725461,0.03534472,0.08078504,0.0
154,0.154,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04443344,6.921152e-08,0.6531873,0.0411004,0.0561622,0.06591186,0.07522156,0.05098327,0.08196845,0.05891785,0.02705271,0.02777794,0.07180367,0.01720897,0.03524986,0.08065788,0.0
155,0.155,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04400916,6.871466e-08,0.625046,0.04108313,0.05601938,0.06601028,0.07521866,0.05133874,0.07988937,0.05893679,0.02707057,0.02771677,0.07154086,0.01737324,0.03528554,0.08057278,0.0
156,0.156,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04359079,6.874926e-08,0.5977995,0.04107027,0.0558977,0.06599909,0.07521751,0.05166879,0.0779477,0.0588289,0.02709732,0.02766044,0.07124981,0.01720755,0.03541907,0.08052225,0.0
157,0.157,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04320623,6.861347e-08,0.5718811,0.04105239,0.0557708,0.06594568,0.07521585,0.0521925,0.07617518,0.05867866,0.02713196,0.02764552,0.07104234,0.01737716,0.03554391,0.08047125,0.0
158,0.158,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04283832,6.805121e-08,0.547106,0.04104982,0.05564282,0.06584268,0.07521302,0.05266522,0.07444231,0.05861107,0.02716091,0.02762132,0.07082076,0.01742144,0.03563173,0.08041164,0.0
159,0.159,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04250973,6.790337e-08,0.5236078,0.04103699,0.05548411,0.06578051,0.07520897,0.05325593,0.07265927,0.05846428,0.02714412,0.02761277,0.07056608,0.01751807,0.0357433,0.08039802,0.0
160,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04225995,7.0605e-08,0.5013348,0.04102327,0.05533554,0.0657081,0.07520513,0.05395801,0.07106838,0.0583955,0.02713276,0.0276058,0.07023837,0.01777249,0.03586702,0.08035685,0.0
161,0.161,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04201254,7.552705e-08,0.4799996,0.04101541,0.05520717,0.06546646,0.07519961,0.05459566,0.06944019,0.05822342,0.02717886,0.02763187,0.06989083,0.01796408,0.03595251,0.08029084,0.0
162,0.162,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04179823,8.038723e-08,0.4597456,0.04101003,0.05509166,0.06517416,0.07519412,0.05513191,0.06790037,0.05804,0.02725028,0.02766106,0.0695543,0.01813675,0.036011,0.08022062,0.0
163,0.163,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04163488,8.244321e-08,0.4405067,0.04100465,0.05498717,0.06479047,0.0751892,0.05536349,0.06642888,0.05776248,0.02730005,0.02767119,0.06915363,0.01833936,0.03600578,0.08015774,0.0
164,0.164,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04142959,8.39112e-08,0.4222903,0.04099652,0.05488067,0.06441125,0.07518502,0.05558398,0.06502959,0.05750198,0.02737916,0.02768805,0.06877465,0.01858496,0.03603422,0.08011661,0.0
165,0.165,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0411947,8.315986e-08,0.4050145,0.04098391,0.05477701,0.06410735,0.07518094,0.05561499,0.06370277,0.05727185,0.02746856,0.02769269,0.0683909,0.01869955,0.0360135,0.08008163,0.0
166,0.166,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04094687,8.28327e-08,0.3886266,0.04097256,0.05467089,0.06376261,0.07517704,0.05580718,0.06246524,0.05698657,0.02753716,0.02779074,0.0680019,0.01883553,0.03600077,0.08002671,0.0
167,0.167,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04067802,8.240205e-08,0.3731143,0.04096283,0.05456733,0.06332094,0.07517438,0.05594006,0.06118107,0.05668848,0.02761006,0.02783704,0.06756505,0.01888015,0.03596482,0.07994602,0.0
168,0.168,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04039197,8.066908e-08,0.3585109,0.04095356,0.05447317,0.06301189,0.0751736,0.05594955,0.05985718,0.05639816,0.02769437,0.02791146,0.06716718,0.01885932,0.03591039,0.07986762,0.0
169,0.169,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04013759,7.912208e-08,0.344594,0.04094487,0.05437541,0.062662,0.07517301,0.05581168,0.05861288,0.05611189,0.02775956,0.02795882,0.06675343,0.01889233,0.03581048,0.07978491,0.0
170,0.17,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0399602,7.736609e-08,0.3317532,0.0409367,0.05429275,0.06232192,0.07517421,0.05553212,0.05748396,0.05583502,0.02781474,0.0280086,0.06628063,0.01910152,0.03573048,0.07970276,0.0
171,0.171,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03984604,7.560458e-08,0.3201702,0.04092811,0.05420849,0.06198728,0.07517917,0.05518821,0.05639541,0.0555738,0.02793279,0.02801652,0.06582834,0.01913377,0.03555444,0.07958682,0.0
172,0.172,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03969192,7.359701e-08,0.3089912,0.04091391,0.05415513,0.06167016,0.07518335,0.05490291,0.05542384,0.05533571,0.02817272,0.02805498,0.06557086,0.01901378,0.035398,0.07943699,0.0
173,0.173,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03956081,7.186186e-08,0.2992836,0.04089887,0.05412633,0.06131004,0.07518668,0.05466675,0.05443336,0.05510266,0.0283698,0.02804631,0.06531309,0.01882778,0.03524428,0.07928596,0.0
174,0.174,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03944068,7.072219e-08,0.2905182,0.04088796,0.05406362,0.06093093,0.07518961,0.05430514,0.05355516,0.05487756,0.02854156,0.02807369,0.06512997,0.01868288,0.03520364,0.07915414,0.0
175,0.175,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03938371,6.915979e-08,0.2825449,0.04088648,0.05401838,0.06059351,0.0751936,0.05395686,0.05267095,0.05467408,0.02876823,0.02808785,0.06492449,0.0186467,0.03518494,0.07904509,0.0
176,0.176,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03938917,6.760595e-08,0.2749104,0.0408924,0.05401482,0.06040895,0.07519811,0.05361476,0.0518455,0.05448855,0.02907316,0.02820912,0.06475395,0.01881573,0.03517216,0.07893921,0.0
177,0.177,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03951685,6.612044e-08,0.2711391,0.04089742,0.0540525,0.06043118,0.07520483,0.05336054,0.05096205,0.05430831,0.02943375,0.02829758,0.06464395,0.01903855,0.03513832,0.07884315,0.0
178,0.178,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03970743,6.486828e-08,0.2680728,0.04089506,0.05414374,0.06054475,0.07521048,0.05321608,0.05012507,0.05413698,0.02985598,0.02836749,0.06448498,0.01936037,0.03509561,0.07877384,0.0
179,0.179,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03979999,6.356047e-08,0.264623,0.04088892,0.05430739,0.06071577,0.07521164,0.05301243,0.04930345,0.05397102,0.03035752,0.02844005,0.06433582,0.0199699,0.03497325,0.07871735,0.0
180,0.18,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03992025,6.228418e-08,0.2622133,0.04088381,0.05453732,0.06100875,0.07521018,0.0527321,0.04846207,0.05379502,0.03076836,0.02849171,0.06435898,0.02038533,0.03505945,0.07868837,0.0
181,0.181,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04009621,6.173618e-08,0.2612269,0.04087964,0.05476775,0.0614748,0.07521133,0.05273418,0.04775079,0.05361924,0.03115393,0.02865686,0.06511143,0.0209374,0.0357884,0.07869664,0.0
182,0.182,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04028875,6.033748e-08,0.2613485,0.04088065,0.05502721,0.06160672,0.0752201,0.05285463,0.04728441,0.0534507,0.03127761,0.0294224,0.06542853,0.02228458,0.03769355,0.07877196,0.0
183,0.183,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04030512,5.928809e-08,0.2596672,0.04087446,0.05514263,0.06164596,0.0752355,0.05391804,0.04656593,0.05333041,0.03143808,0.02983424,0.06588607,0.02326666,0.04414833,0.0790066,0.0
184,0.184,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04023873,5.8016e-08,0.2577202,0.04086762,0.05513189,0.06196456,0.0752644,0.05450404,0.04587749,0.05329144,0.031614,0.03100932,0.06613543,0.0247918,0.05499793,0.07921238,0.0
185,0.185,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0402688,5.73275e-08,0.2542985,0.04089253,0.05516757,0.06231561,0.07528964,0.0554032,0.04516292,0.05319523,0.0320619,0.03311817,0.06594265,0.02740013,0.06621885,0.07949299,0.0
186,0.186,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04037306,5.679502e-08,0.253543,0.04088289,0.05517839,0.06253518,0.07531312,0.05624194,0.044472,0.05308152,0.03259963,0.03485443,0.06565413,0.02934006,0.07707718,0.07971882,0.0
187,0.187,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04037618,5.5688e-08,0.2537026,0.04087725,0.05517824,0.06251192,0.07533201,0.05657131,0.0438307,0.05294806,0.03320351,0.03588834,0.06526086,0.03117494,0.08812799,0.08001358,0.0
188,0.188,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04042482,5.424086e-08,0.254216,0.04086978,0.05515115,0.06253283,0.07535485,0.05698287,0.04321223,0.05281126,0.03366556,0.03681617,0.06482264,0.03247377,0.0983637,0.08018786,0.0
189,0.189,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04059945,5.313348e-08,0.2547133,0.04087644,0.05515251,0.06252068,0.07536767,0.05714888,0.04263714,0.05267944,0.03401476,0.03778302,0.06438468,0.03348268,0.1081698,0.08043577,0.0
190,0.19,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04082867,5.257708e-08,0.2558044,0.04087196,0.05516468,0.06255437,0.07537241,0.05733256,0.04207516,0.05255192,0.03426235,0.03863846,0.06396454,0.0346762,0.1182528,0.0806452,0.0
191,0.191,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04116787,5.192903e-08,0.2561941,0.0408708,0.05517923,0.06241815,0.07537851,0.05747635,0.04155083,0.05243336,0.03438726,0.03949147,0.06360105,0.03531809,0.1265685,0.0808466,0.0
192,0.192,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0414338,5.169984e-08,0.2560863,0.04087167,0.0552183,0.06227574,0.07538119,0.05756799,0.04107208,0.05232288,0.03449618,0.04008267,0.06323947,0.0358302,0.1343682,0.08101323,0.0
193,0.193,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0415542,5.181967e-08,0.2561558,0.04088571,0.05525989,0.06219647,0.07538594,0.05765336,0.04064329,0.05222146,0.0347432,0.04081645,0.06294392,0.03626866,0.1415691,0.08119794,0.0
194,0.194,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04186769,5.116263e-08,0.2558183,0.04089507,0.05532268,0.06215238,0.0753908,0.05742464,0.040307,0.05212831,0.0348958,0.04161049,0.06271059,0.03681529,0.1479129,0.08125876,0.0
195,0.195,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04205971,5.078041e-08,0.252737,0.04089333,0.05537752,0.0622924,0.07539581,0.0571357,0.04000957,0.0520739,0.03515216,0.04235134,0.06243582,0.03718353,0.1533421,0.08130275,0.0
196,0.196,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04218467,5.046612e-08,0.2488309,0.04088734,0.05544922,0.06241095,0.07540192,0.05685186,0.03968337,0.0520163,0.03562587,0.04306594,0.06207953,0.03732621,0.1572421,0.08139615,0.0
197,0.197,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0423746,5.009584e-08,0.2474168,0.04088098,0.05551278,0.06251029,0.07540579,0.05674599,0.03937115,0.05195087,0.03609094,0.04379534,0.06172035,0.03745149,0.1611452,0.08154976,0.0
198,0.198,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04265388,4.952796e-08,0.2468734,0.04086542,0.05555488,0.06253263,0.07541166,0.05668719,0.03903542,0.05187864,0.03649205,0.04466951,0.06139109,0.0374093,0.1662769,0.08164208,0.0
199,0.199,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04272568,4.903761e-08,0.2481311,0.0408696,0.05553185,0.06254621,0.0754173,0.05703604,0.03873345,0.05179674,0.03690264,0.04505498,0.06101041,0.0374661,0.1721549,0.08171013,0.0
